FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Sustainable Retail Fund,2018-05-02,"Beyond Meat, Inc.",676818,-4363,240871278.68,50.32,320.03,116.19
Global Short Term Credit Fund,2019-11-04,HSBC Holdings Plc,243868,7101,354329926.24,625.94,457.78,679.07
Sustainable Retail Fund,2022-01-13,"The Hain Celestial Group, Inc.",664415,-6352,371845689.52,179.62,970.56,854.55
International Fixed Duration Fund,2020-02-19,Allianz SE,141486,9572,159601644.25,327.03,53.25,817.9
Community Savings Bond Fund,2020-10-20,"Walmart, Inc.",86554,6575,434829992.4,517.2,552.25,794.01
Equity Diversified Selection Fund,2022-05-19,"Netflix, Inc.",791072,721,71681862.58,338.78,949.39,185.47
Fixed Maturity 2027 Bond Fund,2021-12-14,Toyota Motor Corp.,192167,6077,20317093.52,265.75,814.86,587.71
Global Cross Asset Fund,2022-03-30,Alibaba Group Holding Ltd.,435011,-9425,257195667.07,295.07,813.19,188.21
Impact Credit Strategies Fund,2019-06-01,Vestas Wind Systems A/S,257089,-4588,100308338.16,151.55,260.81,933.99
Fixed Maturity 2027 Bond Fund,2019-11-15,Ford Motor Co.,703544,9891,98790914.58,518.24,322.64,176.1
Fixed Maturity 2027 Bond Fund,2017-02-11,Ford Motor Co.,579513,-761,153806632.13,730.02,768.52,98.44
Fixed Maturity 2025 Bond Fund,2017-09-05,BP Plc,927715,-997,414798980.31,861.18,878.42,963.48
Subordinated Financials Fund,2017-12-25,"Goldman Sachs Group, Inc.",994985,-7081,14438409.22,674.45,714.72,45.27
Equity Diversified Selection Fund,2018-08-08,Google LLC,672732,4508,399430259.75,114.39,240.33,219.59
Equity Diversified Selection Fund,2020-09-24,Google LLC,688197,-7385,292820645.26,791.59,657.94,902.32
Target Maturity 2029 Bond Fund,2021-03-11,"Apple, Inc.",735990,-9722,283946083.3,673.62,260.58,217.6
Equity Diversified Selection Fund,2021-03-03,"Facebook, Inc.",684757,1495,418914911.9,177.83,773.3,457.77
Sustainable Retail Fund,2021-10-11,"Tesla, Inc.",275234,4210,343810962.95,645.36,813.13,36.73
Global Short Term Credit Fund,2021-08-20,Bank of America Corp.,839652,-4780,116179230.83,11.98,570.24,284.65
Equity Diversified Selection Fund,2021-02-15,Google LLC,709821,-7789,139476524.92,540.11,115.39,893.11
Community Savings Bond Fund,2018-01-16,Nestlé SA,462134,7689,361690381.46,903.91,956.56,755.62
Sustainable Retail Fund,2019-03-29,"Beyond Meat, Inc.",658988,-3658,358806544.65,225.97,289.39,652.86
Global Cross Asset Fund,2020-07-16,Johnson & Johnson,506103,-602,484626439.02,513.3,373.47,57.77
Target Maturity 2029 Bond Fund,2017-03-03,"Amazon.com, Inc.",656720,9349,89194181.79,492.76,579.12,363.25
International Fixed Duration Fund,2020-11-04,Ping An Insurance (Group) Co. of China Ltd.,627165,-4163,439856502.92,450.28,556.47,894.71
Fixed Maturity 2025 Bond Fund,2017-10-02,Chevron Corp.,895011,-9411,99313499.56,352.91,182.65,654.86
Impact Credit Strategies Fund,2017-10-30,"SolarEdge Technologies, Inc.",979194,5965,122333122.32,166.47,89.62,366.12
Equity Diversified Selection Fund,2019-07-10,Google LLC,916420,-2418,465578652.01,440.92,612.39,628.88
Sustainable Retail Fund,2020-08-03,"Tesla, Inc.",168062,1028,70189668.83,106.71,840.67,271.66
Impact Credit Strategies Fund,2018-11-18,"SolarEdge Technologies, Inc.",157659,-7511,10559518.63,938.66,80.49,165.84
Sustainable Retail Fund,2020-02-02,"Beyond Meat, Inc.",548113,758,154744857.06,773.22,186.05,32.8
Sustainable Retail Fund,2022-04-17,"Beyond Meat, Inc.",588965,-57,189104755.69,817.04,139.99,906.42
Equity Diversified Selection Fund,2022-08-25,"Facebook, Inc.",473412,-7115,115802809.37,626.41,169.71,934.04
International Fixed Duration Fund,2019-12-21,Allianz SE,333457,3442,441244140.14,486.09,760.14,263.24
International Fixed Duration Fund,2020-05-21,Allianz SE,136480,2947,426954451.21,715.88,138.42,546.69
Equity Diversified Selection Fund,2019-09-13,Google LLC,746216,5633,393784102.28,610.2,39.92,266.29
Global Short Term Credit Fund,2017-11-12,HSBC Holdings Plc,214169,2605,280681091.23,938.92,847.79,561.5
Sustainable Retail Fund,2022-06-04,"Beyond Meat, Inc.",632345,-6906,175598311.79,613.52,418.84,382.72
Target Maturity 2029 Bond Fund,2022-09-27,Microsoft Corp.,883292,-8699,268401427.11,745.74,783.78,174.76
Global Cross Asset Fund,2021-04-12,"Berkshire Hathaway, Inc.",398952,1813,217417081.5,695.65,410.45,949.1
Sustainable Retail Fund,2018-02-24,"The Hain Celestial Group, Inc.",561662,2552,416720610.68,279.03,255.91,64.23
International Fixed Duration Fund,2018-03-08,Allianz SE,541300,8138,228885771.14,888.5,977.18,533.74
Global Short Term Credit Fund,2019-05-05,Bank of America Corp.,619516,-1873,63718408.37,664.78,232.91,184.05
Global Short Term Credit Fund,2022-09-03,HSBC Holdings Plc,168582,7048,247908474.01,750.87,777.81,161.17
Subordinated Financials Fund,2021-02-28,Citigroup Inc.,548323,-5206,475822874.15,979.15,423.27,266.27
Impact Credit Strategies Fund,2022-03-01,"First Solar, Inc.",319137,1559,207328282.58,653.2,904.94,109.31
International Fixed Duration Fund,2020-06-10,Ping An Insurance (Group) Co. of China Ltd.,562516,-591,132477297.27,757.99,542.39,413.12
Sustainable Retail Fund,2018-08-05,"Beyond Meat, Inc.",391900,1130,15167785.19,665.5,780.61,976.37
Target Maturity 2029 Bond Fund,2018-05-14,"Amazon.com, Inc.",515590,1180,190971498.01,242.09,567.45,990.32
International Fixed Duration Fund,2021-11-09,AXA SA,277129,-8339,206242530.58,285.09,698.68,433.19
Sustainable Retail Fund,2019-01-15,"Tesla, Inc.",522415,6574,286603509.7,605.63,567.03,615.22
Community Savings Bond Fund,2021-09-24,Procter & Gamble Co.,546278,-2495,247342558.99,446.19,893.28,200.25
International Fixed Duration Fund,2022-05-03,AXA SA,169979,-7043,345026147.87,58.58,954.28,791.3
Subordinated Financials Fund,2020-04-03,"Goldman Sachs Group, Inc.",522277,8492,121894916.81,330.34,840.75,566.62
Subordinated Financials Fund,2018-04-12,Morgan Stanley,729801,8135,260024101.6,29.37,239.85,281.44
Fixed Maturity 2025 Bond Fund,2021-01-31,BP Plc,28162,7920,398718744.9,615.09,813.77,481.98
Fixed Maturity 2025 Bond Fund,2017-06-02,BP Plc,818590,-4883,196562546.24,106.21,713.9,253.69
International Fixed Duration Fund,2022-02-10,AXA SA,763334,-1488,277302969.79,653.65,455.56,309.58
International Fixed Duration Fund,2020-01-30,AXA SA,850705,2928,233525092.53,125.69,585.59,149.67
Fixed Maturity 2027 Bond Fund,2020-02-04,Volkswagen AG,194163,-8301,413429609.34,196.37,458.36,579.33
Fixed Maturity 2027 Bond Fund,2017-11-19,Volkswagen AG,421905,9645,38489405.79,890.8,932.32,261.09
Subordinated Financials Fund,2018-10-14,Citigroup Inc.,232869,1257,411467493.69,878.86,310.89,755.99
Equity Diversified Selection Fund,2020-08-07,"Netflix, Inc.",571030,1860,35133094.74,302.03,660.6,101.58
Community Savings Bond Fund,2018-11-05,Nestlé SA,795924,3215,364880384.47,885.2,563.31,421.13
Sustainable Retail Fund,2020-01-04,"Beyond Meat, Inc.",758019,-5584,398938613.33,557.62,298.25,51.17
Sustainable Retail Fund,2020-12-27,"Beyond Meat, Inc.",819097,6905,187756985.38,195.16,982.94,982.29
Global Cross Asset Fund,2018-12-09,Johnson & Johnson,652940,5399,474490003.34,665.59,641.02,425.24
Sustainable Retail Fund,2019-07-28,"Tesla, Inc.",48069,2723,485493906.63,639.96,365.55,282.9
Target Maturity 2029 Bond Fund,2017-05-18,Microsoft Corp.,815951,5237,378615850.92,525.55,903.82,940.12
Subordinated Financials Fund,2017-08-13,"Goldman Sachs Group, Inc.",558667,-9378,141700139.48,537.4,86.92,372.57
Sustainable Retail Fund,2017-03-26,"Beyond Meat, Inc.",837656,1266,74734366.34,543.18,767.53,555.22
Equity Diversified Selection Fund,2020-03-18,"Facebook, Inc.",502914,-3482,237264348.6,384.56,441.07,695.83
Global Cross Asset Fund,2020-10-13,Alibaba Group Holding Ltd.,289210,-4347,262772650.13,987.15,96.42,366.82
Target Maturity 2029 Bond Fund,2020-09-26,"Amazon.com, Inc.",668054,2569,183532763.06,986.08,394.04,107.29
Global Cross Asset Fund,2018-05-31,Alibaba Group Holding Ltd.,585816,-2838,493640607.69,11.57,557.21,593.72
Fixed Maturity 2027 Bond Fund,2019-02-20,Ford Motor Co.,189068,-1545,478000823.76,758.96,786.42,510.56
Fixed Maturity 2025 Bond Fund,2018-02-12,BP Plc,38815,-7477,90155665.68,775.14,208.14,628.64
Community Savings Bond Fund,2017-05-05,Nestlé SA,469992,6722,305282597.07,848.54,256.38,889.29
Impact Credit Strategies Fund,2019-03-28,"First Solar, Inc.",658930,-2827,254283774.66,412.23,152.92,377.08
Community Savings Bond Fund,2017-07-16,Nestlé SA,670021,-8203,271187972.7,216.19,855.53,498.74
Community Savings Bond Fund,2018-03-31,Procter & Gamble Co.,723959,-3615,273170471.25,171.71,733.51,432.55
International Fixed Duration Fund,2019-07-22,AXA SA,999082,3620,4607803.58,174.26,756.38,222.09
Subordinated Financials Fund,2021-09-25,Morgan Stanley,94247,-661,490137964.3,226.55,174.45,386.18
Fixed Maturity 2027 Bond Fund,2020-01-03,Ford Motor Co.,449129,374,337802952.32,319.96,786.74,715.08
Impact Credit Strategies Fund,2021-10-14,"SolarEdge Technologies, Inc.",844437,3852,120650238.41,808.53,719.55,266.07
Subordinated Financials Fund,2020-07-23,Morgan Stanley,355524,-6694,491225565.24,198.44,60.29,706.09
Fixed Maturity 2027 Bond Fund,2021-05-02,Ford Motor Co.,131458,-3854,241265606.44,916.22,269.44,684.34
International Fixed Duration Fund,2019-08-18,Ping An Insurance (Group) Co. of China Ltd.,319750,6469,356297162.03,343.0,978.37,168.48
Impact Credit Strategies Fund,2018-09-01,Vestas Wind Systems A/S,734653,-215,211245137.05,207.61,672.62,746.5
Global Short Term Credit Fund,2017-10-06,Bank of America Corp.,368007,-7297,247510853.72,508.09,864.98,711.95
Equity Diversified Selection Fund,2018-03-08,"Netflix, Inc.",13320,-4896,303943186.34,926.48,591.23,295.57
Community Savings Bond Fund,2018-12-04,Nestlé SA,551796,-2077,208182266.85,771.89,156.37,93.69
Community Savings Bond Fund,2019-12-06,"Walmart, Inc.",531461,-8187,366180953.06,144.79,446.84,362.26
International Fixed Duration Fund,2020-09-09,AXA SA,901222,-9696,97425311.56,561.55,996.33,290.71
Subordinated Financials Fund,2020-07-05,"Goldman Sachs Group, Inc.",198439,7542,3004672.93,222.3,23.48,177.38
Community Savings Bond Fund,2017-02-04,Procter & Gamble Co.,558654,-2840,279473535.34,28.3,179.37,682.41
Community Savings Bond Fund,2018-04-02,"Walmart, Inc.",785344,-8511,259542349.07,474.42,760.05,973.35
Global Cross Asset Fund,2021-03-14,Johnson & Johnson,811267,5077,10234032.99,530.77,398.33,49.9
Target Maturity 2029 Bond Fund,2018-11-25,Microsoft Corp.,167731,-5248,474701723.13,634.42,767.62,243.5
Global Short Term Credit Fund,2017-11-01,JPMorgan Chase & Co.,468088,-5141,63563550.23,250.74,386.59,859.36
Global Short Term Credit Fund,2017-09-30,JPMorgan Chase & Co.,534281,-2120,80155738.78,536.2,329.34,232.32
Fixed Maturity 2025 Bond Fund,2022-06-16,BP Plc,238292,-1769,362883263.51,623.07,477.41,698.69
Equity Diversified Selection Fund,2019-02-15,"Netflix, Inc.",651901,-6840,111305591.3,15.22,446.25,205.76
Equity Diversified Selection Fund,2017-03-26,"Netflix, Inc.",786085,-2777,140274982.78,270.89,214.25,79.55
International Fixed Duration Fund,2020-10-21,Ping An Insurance (Group) Co. of China Ltd.,598008,-4621,184239692.45,838.02,790.57,641.39
Fixed Maturity 2027 Bond Fund,2022-06-15,Toyota Motor Corp.,912333,516,154398110.29,144.88,540.05,257.1
Target Maturity 2029 Bond Fund,2018-06-05,Microsoft Corp.,863594,641,198666839.54,838.04,671.54,912.39
Global Cross Asset Fund,2018-12-15,Alibaba Group Holding Ltd.,270310,2531,449121358.21,459.06,545.1,216.3
Fixed Maturity 2025 Bond Fund,2020-07-12,BP Plc,935740,-684,84082902.29,50.6,681.12,278.96
Subordinated Financials Fund,2019-01-23,"Goldman Sachs Group, Inc.",995473,4780,173721038.3,515.89,395.45,276.12
Impact Credit Strategies Fund,2017-02-10,"SolarEdge Technologies, Inc.",352167,2188,479222516.1,230.23,696.73,139.84
Fixed Maturity 2027 Bond Fund,2022-03-16,Volkswagen AG,498580,1408,181167541.21,35.83,860.53,167.37
International Fixed Duration Fund,2019-07-29,AXA SA,971801,-2644,335170162.21,212.8,607.76,537.31
Impact Credit Strategies Fund,2017-10-31,Vestas Wind Systems A/S,631465,-5586,209303616.59,709.08,517.0,935.98
Target Maturity 2029 Bond Fund,2017-11-10,Microsoft Corp.,289621,9221,261956318.54,10.14,204.28,52.77
Equity Diversified Selection Fund,2019-03-18,"Facebook, Inc.",473283,537,70132871.79,838.69,882.72,305.67
Fixed Maturity 2027 Bond Fund,2018-04-04,Toyota Motor Corp.,669111,9360,216251998.04,460.31,409.59,52.54
International Fixed Duration Fund,2018-03-18,Ping An Insurance (Group) Co. of China Ltd.,496400,4075,35879493.69,210.84,823.99,190.07
Community Savings Bond Fund,2021-02-13,Procter & Gamble Co.,396568,9907,83056978.92,320.77,215.03,614.85
Global Cross Asset Fund,2017-12-24,Alibaba Group Holding Ltd.,257986,-1380,364017517.91,997.56,510.38,610.17
Target Maturity 2029 Bond Fund,2022-04-05,"Apple, Inc.",415657,1807,269100136.88,428.55,528.95,287.68
Fixed Maturity 2025 Bond Fund,2021-11-25,BP Plc,339152,-95,432171624.53,214.26,434.64,901.18
Global Cross Asset Fund,2020-06-11,Alibaba Group Holding Ltd.,599220,7427,200192650.5,615.96,442.03,937.8
Subordinated Financials Fund,2020-10-20,Citigroup Inc.,980251,-6727,246464025.62,259.7,386.26,116.81
Fixed Maturity 2025 Bond Fund,2020-08-20,BP Plc,253790,-3506,496947676.1,763.16,842.16,494.46
Community Savings Bond Fund,2021-09-30,"Walmart, Inc.",304023,8050,67137342.43,124.98,597.5,486.1
Subordinated Financials Fund,2018-07-25,Morgan Stanley,736828,9009,278221780.38,994.3,555.67,666.49
Fixed Maturity 2027 Bond Fund,2020-06-13,Ford Motor Co.,666266,-8031,223067589.94,547.95,837.42,603.11
Global Short Term Credit Fund,2017-02-18,JPMorgan Chase & Co.,62553,-4500,217825148.77,611.38,837.24,781.45
Global Cross Asset Fund,2018-10-09,Alibaba Group Holding Ltd.,504462,7740,43689390.83,197.29,626.01,619.54
Impact Credit Strategies Fund,2017-01-16,"First Solar, Inc.",272967,2272,380030002.29,667.21,649.93,570.12
Global Cross Asset Fund,2021-02-27,Johnson & Johnson,269997,7545,98057112.1,667.4,15.63,154.2
Fixed Maturity 2025 Bond Fund,2017-03-29,Chevron Corp.,637733,-9927,20643839.77,699.93,473.65,157.37
Fixed Maturity 2027 Bond Fund,2019-11-30,Ford Motor Co.,550037,-9426,61243493.06,541.28,463.29,531.47
Fixed Maturity 2027 Bond Fund,2022-07-22,Volkswagen AG,949177,-3459,166212252.92,142.08,247.98,472.89
Fixed Maturity 2027 Bond Fund,2021-01-06,Toyota Motor Corp.,334236,-6194,312783307.48,398.86,347.38,369.82
Community Savings Bond Fund,2022-10-12,Nestlé SA,464483,5984,10080259.06,129.37,65.19,692.45
Subordinated Financials Fund,2018-01-10,"Goldman Sachs Group, Inc.",534993,5835,136685374.13,805.83,934.94,334.15
International Fixed Duration Fund,2022-12-03,Ping An Insurance (Group) Co. of China Ltd.,806390,8063,63210458.9,730.56,815.64,481.05
Global Short Term Credit Fund,2021-05-01,HSBC Holdings Plc,209997,1642,47601353.1,613.84,975.39,777.87
Impact Credit Strategies Fund,2022-12-23,"SolarEdge Technologies, Inc.",797170,-5116,306740391.49,695.57,567.87,627.61
Subordinated Financials Fund,2019-10-21,"Goldman Sachs Group, Inc.",652706,-4060,288849216.57,133.3,121.44,994.58
Fixed Maturity 2027 Bond Fund,2020-04-27,Volkswagen AG,232797,3465,415442410.97,623.52,685.42,733.92
Fixed Maturity 2027 Bond Fund,2020-01-03,Volkswagen AG,215333,5713,51240632.03,70.03,873.63,402.62
Target Maturity 2029 Bond Fund,2019-10-17,Microsoft Corp.,635235,8670,124953014.55,743.97,635.46,566.2
Subordinated Financials Fund,2019-11-28,"Goldman Sachs Group, Inc.",992258,-1849,105842427.3,713.34,314.42,579.68
Subordinated Financials Fund,2020-07-16,Citigroup Inc.,56723,4803,291701325.93,897.52,645.37,645.53
Global Cross Asset Fund,2019-02-28,Johnson & Johnson,102083,-7016,328276079.68,598.8,759.36,782.73
Equity Diversified Selection Fund,2021-04-05,"Netflix, Inc.",423031,-8005,278834407.96,204.26,311.1,52.7
Fixed Maturity 2025 Bond Fund,2019-12-04,BP Plc,338376,-9387,361608263.14,176.99,753.73,208.39
Equity Diversified Selection Fund,2019-09-30,"Netflix, Inc.",98845,-4000,89897925.96,49.36,714.91,672.82
Global Cross Asset Fund,2021-02-23,Alibaba Group Holding Ltd.,996280,5917,488771295.36,612.13,24.88,927.84
Community Savings Bond Fund,2020-06-30,Nestlé SA,289179,9125,201958643.34,683.77,126.57,424.63
Global Short Term Credit Fund,2020-04-19,Bank of America Corp.,184569,-748,272935988.81,616.76,689.24,418.78
Sustainable Retail Fund,2019-09-05,"Tesla, Inc.",172174,6785,241921261.64,24.9,523.74,209.35
Subordinated Financials Fund,2019-05-04,Morgan Stanley,556517,2525,296811724.67,968.73,716.1,134.79
International Fixed Duration Fund,2019-02-19,Ping An Insurance (Group) Co. of China Ltd.,161277,-9758,445663520.58,316.33,335.14,128.12
Fixed Maturity 2027 Bond Fund,2017-08-05,Ford Motor Co.,457913,5214,59936347.36,624.54,875.24,839.24
Global Cross Asset Fund,2017-04-25,Johnson & Johnson,468890,-7135,47931715.69,562.76,788.98,440.24
Subordinated Financials Fund,2017-01-13,"Goldman Sachs Group, Inc.",112985,-8387,41750427.79,732.97,556.51,672.68
Fixed Maturity 2027 Bond Fund,2017-03-01,Volkswagen AG,397062,5433,471326411.76,708.55,177.94,544.08
Global Short Term Credit Fund,2022-08-14,HSBC Holdings Plc,383996,4730,178066639.59,379.82,564.05,567.15
Global Short Term Credit Fund,2017-06-01,JPMorgan Chase & Co.,70577,289,400760272.11,725.38,663.51,47.04
Sustainable Retail Fund,2018-10-18,"Beyond Meat, Inc.",775492,6104,133464904.0,714.22,242.25,305.21
Global Cross Asset Fund,2019-02-16,Alibaba Group Holding Ltd.,467408,8985,412635588.95,72.04,466.0,147.84
Sustainable Retail Fund,2020-07-02,"The Hain Celestial Group, Inc.",935835,9816,443813429.88,192.54,621.96,937.01
Global Short Term Credit Fund,2020-07-06,HSBC Holdings Plc,735504,-1628,133822232.01,924.79,158.86,916.07
Subordinated Financials Fund,2019-05-10,Citigroup Inc.,418355,8841,127525641.49,559.97,379.26,953.92
Impact Credit Strategies Fund,2022-07-25,"SolarEdge Technologies, Inc.",916111,-4870,438609741.2,886.91,946.9,323.98
Sustainable Retail Fund,2018-10-06,"Tesla, Inc.",860517,-5788,62378278.09,642.01,333.32,913.35
International Fixed Duration Fund,2017-09-04,AXA SA,153717,-2468,37077074.06,224.63,864.81,242.42
International Fixed Duration Fund,2020-10-28,Ping An Insurance (Group) Co. of China Ltd.,764608,-3737,147704915.05,40.27,646.76,712.49
Global Cross Asset Fund,2020-05-16,"Berkshire Hathaway, Inc.",139364,8054,139991000.87,408.31,996.73,601.41
Fixed Maturity 2025 Bond Fund,2019-06-24,Chevron Corp.,367765,-8640,23252709.78,774.98,540.89,441.78
Subordinated Financials Fund,2019-08-20,Morgan Stanley,968663,1300,452903419.89,152.59,104.74,455.95
Impact Credit Strategies Fund,2017-06-20,Vestas Wind Systems A/S,615967,6450,29135498.79,821.02,86.28,276.14
Fixed Maturity 2027 Bond Fund,2018-02-27,Volkswagen AG,651354,3200,370906116.17,132.11,40.33,546.37
Fixed Maturity 2025 Bond Fund,2017-11-07,BP Plc,101784,7966,374997038.04,10.29,311.44,540.31
Target Maturity 2029 Bond Fund,2019-09-01,"Apple, Inc.",307272,-2766,274815070.18,393.05,528.22,674.58
Global Cross Asset Fund,2019-10-02,Johnson & Johnson,984848,-4067,166599253.65,265.92,186.77,700.2
Sustainable Retail Fund,2018-10-09,"The Hain Celestial Group, Inc.",521742,8635,427029343.68,454.86,312.34,392.31
Target Maturity 2029 Bond Fund,2022-03-02,"Amazon.com, Inc.",84569,-19,74042653.2,269.03,581.94,867.01
Fixed Maturity 2027 Bond Fund,2019-05-16,Ford Motor Co.,351929,-7083,152711258.8,313.39,125.49,269.78
Subordinated Financials Fund,2017-10-17,Citigroup Inc.,959271,-173,249002861.93,20.42,361.63,120.08
Global Short Term Credit Fund,2019-10-23,JPMorgan Chase & Co.,801834,5811,480625938.31,859.23,298.27,515.7
Global Cross Asset Fund,2018-04-05,Johnson & Johnson,833990,-5634,318516771.54,112.31,376.0,182.74
Sustainable Retail Fund,2021-03-07,"The Hain Celestial Group, Inc.",484872,4886,40425563.18,653.13,799.84,576.4
