FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2025 Bond Fund,2020-03-09,"Taiwan Semiconductor Manufacturing Co., Ltd.",455022,1745,509105590,722,688,465
Fixed Maturity 2025 Bond Fund,2018-08-12,China Mobile Ltd.,112462,4961,435533553,819,919,531
International Fixed Duration Fund,2021-09-13,Industrial & Commercial Bank of China Ltd.,755283,-3539,72652087,449,963,679
Equity Diversified Selection Fund,2018-03-07,"PetroChina Co., Ltd.",428742,4493,688883397,881,48,304
European High Yield Bond Fund,2020-01-05,Saudi Arabian Oil Co.,715930,1204,39553160,195,984,445
European High Yield Bond Fund,2022-03-21,Mercedes-Benz Group AG,234277,1795,398477628,239,681,514
Global Short Term Credit Fund,2020-03-25,Gazprom PJSC,323994,-1016,768770273,192,911,402
International Fixed Duration Fund,2019-03-02,"Verizon Communications, Inc.",950904,-3881,896281021,763,140,960
Global Cross Asset Fund,2020-02-12,Shell Plc,288093,1293,819787604,180,536,469
Equity Diversified Selection Fund,2018-04-07,Industrial & Commercial Bank of China Ltd.,241930,-4355,649048614,890,418,968
Target Maturity 2029 Bond Fund,2018-05-23,Shell Plc,771139,-2548,957477021,973,951,527
Fixed Maturity 2025 Bond Fund,2019-02-12,Petróleo Brasileiro SA,423196,-1338,636325605,858,613,206
Fixed Maturity 2025 Bond Fund,2019-02-13,Bayerische Motoren Werke AG,22671,4591,452743429,172,447,564
Global Cross Asset Fund,2017-07-02,Tencent Holdings Ltd.,870139,2946,418700132,30,324,413
Fixed Maturity 2025 Bond Fund,2017-04-23,"AT&T, Inc.",864894,3992,634442594,789,240,981
Fixed Maturity 2025 Bond Fund,2021-11-14,Pfizer Inc.,566243,4364,492212864,17,860,775
European High Yield Bond Fund,2022-08-04,"Verizon Communications, Inc.",770920,-4573,670358377,535,838,837
European High Yield Bond Fund,2018-01-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",394579,-1126,389965238,818,330,118
Global Short Term Credit Fund,2018-08-06,Bayerische Motoren Werke AG,253997,-1432,91544737,296,509,21
European High Yield Bond Fund,2022-12-24,Mercedes-Benz Group AG,979521,-412,346260304,535,565,832
Community Savings Bond Fund,2022-03-27,Comcast Corp.,886608,1167,949869209,63,822,248
Global Short Term Credit Fund,2020-02-23,TotalEnergies SE,606451,-1641,446036000,608,608,433
European High Yield Bond Fund,2018-08-15,"AbbVie, Inc.",812815,872,410660020,594,786,119
Sustainable Retail Fund,2018-06-29,Sony Group Corp.,563642,4531,897228581,45,434,884
Equity Diversified Selection Fund,2021-06-24,"AbbVie, Inc.",627255,1067,750710658,393,196,102
Fixed Maturity 2027 Bond Fund,2020-06-06,Pfizer Inc.,322337,222,795189866,237,179,254
Impact Credit Strategies Fund,2021-07-02,Bayerische Motoren Werke AG,169940,-1690,288120626,228,705,154
European High Yield Bond Fund,2020-08-26,Intel Corp.,35295,1629,605548128,743,323,104
Fixed Maturity 2025 Bond Fund,2019-08-20,Comcast Corp.,127137,657,941277282,846,100,113
Fixed Maturity 2025 Bond Fund,2022-12-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",886090,-4451,101753253,588,441,627
Fixed Maturity 2025 Bond Fund,2021-03-11,"AbbVie, Inc.",18689,1933,450884093,803,611,458
Fixed Maturity 2027 Bond Fund,2021-07-12,"AT&T, Inc.",829778,-38,572129141,491,558,933
Equity Diversified Selection Fund,2019-05-20,Intel Corp.,321211,4173,880202191,547,107,879
Community Savings Bond Fund,2021-12-26,"PetroChina Co., Ltd.",403814,-3899,896236771,304,508,999
Global Cross Asset Fund,2022-09-21,"Taiwan Semiconductor Manufacturing Co., Ltd.",38570,-828,969886104,683,277,707
Fixed Maturity 2027 Bond Fund,2018-05-02,Shell Plc,384102,-503,784584418,609,253,372
Sustainable Retail Fund,2020-05-25,Comcast Corp.,737472,-2648,466568226,18,671,49
Target Maturity 2029 Bond Fund,2022-04-30,Tencent Holdings Ltd.,454182,-231,772952352,639,669,759
Global Short Term Credit Fund,2018-06-15,Deutsche Telekom AG,958686,-3405,16205879,331,513,788
Sustainable Retail Fund,2018-01-10,Pfizer Inc.,62229,1113,943798446,375,14,336
Sustainable Retail Fund,2019-08-23,"UnitedHealth Group, Inc.",417359,4057,967830811,785,241,494
Global Short Term Credit Fund,2019-11-06,Pfizer Inc.,198712,-3897,106905877,655,571,593
Equity Diversified Selection Fund,2021-01-02,Sony Group Corp.,330324,-3103,821064222,213,698,955
Community Savings Bond Fund,2018-04-02,Mercedes-Benz Group AG,588363,-759,346149484,921,206,981
Community Savings Bond Fund,2021-01-28,"Taiwan Semiconductor Manufacturing Co., Ltd.",366479,-1957,534806277,690,862,246
Impact Credit Strategies Fund,2020-07-27,Sony Group Corp.,448879,-430,918912020,769,579,61
European High Yield Bond Fund,2018-12-22,Pfizer Inc.,249338,-2525,923172186,739,903,573
Equity Diversified Selection Fund,2021-04-04,Mercedes-Benz Group AG,93016,-4211,185023960,68,994,800
Global Cross Asset Fund,2021-05-11,Pfizer Inc.,740965,4004,226186879,849,490,529
Fixed Maturity 2025 Bond Fund,2020-04-13,Intel Corp.,559218,-4565,775206088,638,527,795
Equity Diversified Selection Fund,2020-07-18,Pfizer Inc.,725721,-1274,982471295,534,787,728
Sustainable Retail Fund,2018-11-21,"Samsung Electronics Co., Ltd.",552771,4574,563571904,256,368,182
Global Cross Asset Fund,2022-02-08,Saudi Arabian Oil Co.,761362,2293,102836933,802,423,409
International Fixed Duration Fund,2021-04-01,Petróleo Brasileiro SA,37781,4006,907866616,674,266,838
Fixed Maturity 2025 Bond Fund,2020-10-17,"PetroChina Co., Ltd.",9811,2269,892484849,869,830,382
Global Short Term Credit Fund,2021-06-11,Intel Corp.,327222,2262,779864397,571,668,111
Global Short Term Credit Fund,2021-02-15,Shell Plc,810175,3507,197426856,697,485,898
International Fixed Duration Fund,2019-05-09,Pfizer Inc.,880507,-3232,283924666,393,939,599
Sustainable Retail Fund,2021-10-15,Bayerische Motoren Werke AG,441651,2224,203314632,207,332,695
Global Cross Asset Fund,2020-12-11,Comcast Corp.,34109,2407,268229532,384,995,395
Equity Diversified Selection Fund,2020-09-08,China Mobile Ltd.,94790,4853,923912853,472,965,646
Fixed Maturity 2025 Bond Fund,2017-02-04,"AT&T, Inc.",774124,-3384,786799134,554,732,115
European High Yield Bond Fund,2017-06-08,"UnitedHealth Group, Inc.",714164,-3437,820403516,805,693,928
Global Cross Asset Fund,2019-06-26,China Mobile Ltd.,347394,-1781,389441207,180,573,21
Equity Diversified Selection Fund,2022-01-02,Shell Plc,151020,-4587,568027193,26,283,965
International Fixed Duration Fund,2022-05-25,Industrial & Commercial Bank of China Ltd.,631013,3905,249446963,196,364,323
Fixed Maturity 2025 Bond Fund,2022-05-29,Mercedes-Benz Group AG,970539,3689,818664180,990,276,672
Sustainable Retail Fund,2018-05-06,Saudi Arabian Oil Co.,569942,334,67986122,546,824,881
Community Savings Bond Fund,2019-03-27,"UnitedHealth Group, Inc.",202684,717,73556007,190,639,934
Fixed Maturity 2027 Bond Fund,2017-06-01,Saudi Arabian Oil Co.,444218,-3397,615387057,464,778,274
Global Short Term Credit Fund,2022-01-07,Pfizer Inc.,183279,344,458620458,534,258,732
Equity Diversified Selection Fund,2018-06-19,Sony Group Corp.,72402,-4635,293567778,564,599,714
European High Yield Bond Fund,2017-09-24,Sony Group Corp.,589798,-261,132540372,638,459,718
Global Short Term Credit Fund,2021-04-11,TotalEnergies SE,928384,-1333,133356941,397,724,928
Global Cross Asset Fund,2020-01-10,Reliance Industries Ltd.,561258,-4377,836277394,453,471,379
Equity Diversified Selection Fund,2021-06-17,"UnitedHealth Group, Inc.",249528,-3258,913413739,959,367,756
Fixed Maturity 2025 Bond Fund,2019-01-02,Reliance Industries Ltd.,237331,-1509,20580902,294,68,350
Community Savings Bond Fund,2020-01-19,China Mobile Ltd.,189658,1980,982906381,709,68,528
Global Short Term Credit Fund,2017-05-24,Petróleo Brasileiro SA,841148,3418,65519487,530,28,771
Global Short Term Credit Fund,2022-07-02,TotalEnergies SE,649810,587,922911563,438,781,955
Global Short Term Credit Fund,2020-01-13,Reliance Industries Ltd.,800720,2810,356625446,861,752,488
Sustainable Retail Fund,2021-08-25,"Verizon Communications, Inc.",846290,2284,116198119,281,970,666
Global Short Term Credit Fund,2019-02-10,Mercedes-Benz Group AG,91446,-1007,525692767,536,256,782
Global Short Term Credit Fund,2019-01-14,"UnitedHealth Group, Inc.",651947,3495,863609436,96,884,438
European High Yield Bond Fund,2017-07-29,Shell Plc,580147,-4682,773377574,159,546,764
Community Savings Bond Fund,2020-07-05,TotalEnergies SE,81931,2944,444116524,138,901,674
Sustainable Retail Fund,2022-10-05,Deutsche Telekom AG,406505,3016,229156079,412,170,74
European High Yield Bond Fund,2019-08-11,Gazprom PJSC,674776,-2966,221854610,678,175,128
International Fixed Duration Fund,2017-06-29,"AbbVie, Inc.",440984,4843,940970721,828,322,863
Sustainable Retail Fund,2018-03-24,Intel Corp.,550461,1820,450059805,76,401,362
Fixed Maturity 2027 Bond Fund,2018-03-07,Saudi Arabian Oil Co.,7054,2658,121797697,992,991,959
Target Maturity 2029 Bond Fund,2019-04-17,Reliance Industries Ltd.,174097,2746,283194058,69,212,910
Impact Credit Strategies Fund,2019-05-02,Pfizer Inc.,440496,-422,860620702,836,848,482
Fixed Maturity 2025 Bond Fund,2018-02-06,Bayerische Motoren Werke AG,378361,-1198,232642210,522,571,138
International Fixed Duration Fund,2022-06-14,Bayerische Motoren Werke AG,130329,1828,106064152,894,341,853
European High Yield Bond Fund,2022-01-28,"AT&T, Inc.",843320,3346,947483328,580,551,239
European High Yield Bond Fund,2017-10-08,"Verizon Communications, Inc.",145284,3620,942718013,979,621,130
European High Yield Bond Fund,2017-04-02,Gazprom PJSC,830655,2906,417340067,522,977,477
Target Maturity 2029 Bond Fund,2019-03-17,Mercedes-Benz Group AG,376741,-3087,941870526,238,113,841
International Fixed Duration Fund,2021-11-28,"PetroChina Co., Ltd.",789378,-519,161155330,217,369,508
International Fixed Duration Fund,2019-01-25,Petróleo Brasileiro SA,673656,-328,622285373,941,677,348
European High Yield Bond Fund,2020-10-19,TotalEnergies SE,284582,3253,721510581,417,329,321
Fixed Maturity 2027 Bond Fund,2021-09-29,Tencent Holdings Ltd.,478914,4816,565919641,219,603,383
Global Cross Asset Fund,2021-12-07,Tencent Holdings Ltd.,803983,3338,852432711,960,695,591
Fixed Maturity 2027 Bond Fund,2021-08-17,"Verizon Communications, Inc.",506636,4721,789607263,465,305,253
Target Maturity 2029 Bond Fund,2018-09-13,Reliance Industries Ltd.,928809,-485,333502163,670,674,725
International Fixed Duration Fund,2018-07-19,Industrial & Commercial Bank of China Ltd.,64794,-1942,164011991,731,841,568
Impact Credit Strategies Fund,2021-11-24,Comcast Corp.,339476,-107,352894894,528,937,418
Global Short Term Credit Fund,2017-04-07,Tencent Holdings Ltd.,881070,-274,721379212,51,436,436
Equity Diversified Selection Fund,2019-04-25,Deutsche Telekom AG,207124,857,726485387,557,783,788
Fixed Maturity 2025 Bond Fund,2020-09-17,TotalEnergies SE,633037,-1255,201750090,966,145,414
Community Savings Bond Fund,2018-07-29,Saudi Arabian Oil Co.,557962,-1606,336070684,994,838,638
Fixed Maturity 2027 Bond Fund,2020-12-29,Tencent Holdings Ltd.,339236,-211,750689319,904,456,825
Equity Diversified Selection Fund,2022-06-20,Intel Corp.,448707,559,998925182,162,786,207
Community Savings Bond Fund,2021-10-13,Bayerische Motoren Werke AG,609505,2295,230806526,234,521,342
International Fixed Duration Fund,2022-09-12,Pfizer Inc.,183671,3819,63165690,284,612,45
International Fixed Duration Fund,2021-06-01,"UnitedHealth Group, Inc.",220871,554,521753182,987,419,315
Impact Credit Strategies Fund,2020-03-28,"PetroChina Co., Ltd.",702222,-4177,128556440,288,122,715
Target Maturity 2029 Bond Fund,2017-11-29,TotalEnergies SE,437577,-1163,17190053,466,874,92
Global Short Term Credit Fund,2022-01-19,Reliance Industries Ltd.,436759,3451,441562087,371,983,243
European High Yield Bond Fund,2018-05-23,"AT&T, Inc.",629322,2322,222016495,964,247,489
International Fixed Duration Fund,2021-12-12,Petróleo Brasileiro SA,403681,-3937,583636193,820,891,500
Community Savings Bond Fund,2019-07-07,Sony Group Corp.,629072,4820,66116177,290,812,1000
Sustainable Retail Fund,2020-08-07,China Mobile Ltd.,156818,1542,34187976,418,92,813
Fixed Maturity 2025 Bond Fund,2018-12-05,Gazprom PJSC,684607,2037,256715540,150,734,678
International Fixed Duration Fund,2019-05-18,Gazprom PJSC,426858,-971,528402015,619,660,133
Equity Diversified Selection Fund,2018-05-23,Gazprom PJSC,492323,1529,967935315,235,339,321
European High Yield Bond Fund,2020-05-04,"AT&T, Inc.",89694,-1109,864497271,911,506,737
International Fixed Duration Fund,2020-10-11,"Verizon Communications, Inc.",158088,-4072,367407391,736,300,199
International Fixed Duration Fund,2018-11-02,Pfizer Inc.,737571,1570,740513340,916,590,686
European High Yield Bond Fund,2022-05-14,"Verizon Communications, Inc.",300916,-4918,912493993,14,275,398
Community Savings Bond Fund,2017-12-08,Reliance Industries Ltd.,923313,-4304,85152488,863,172,444
European High Yield Bond Fund,2021-03-26,Bayerische Motoren Werke AG,560468,4352,404990030,730,617,494
European High Yield Bond Fund,2022-06-21,"UnitedHealth Group, Inc.",135843,-1090,817912331,73,985,395
European High Yield Bond Fund,2019-09-27,"Verizon Communications, Inc.",59227,-4413,675443678,762,990,744
Impact Credit Strategies Fund,2021-11-23,Sony Group Corp.,241136,1100,586457906,911,238,704
International Fixed Duration Fund,2017-04-12,China Mobile Ltd.,59906,3220,756624161,63,708,555
Sustainable Retail Fund,2021-07-22,Industrial & Commercial Bank of China Ltd.,727531,4117,241144906,691,254,463
Global Short Term Credit Fund,2021-10-18,Petróleo Brasileiro SA,725829,-3562,65189403,745,686,749
Fixed Maturity 2027 Bond Fund,2022-05-04,Pfizer Inc.,927406,928,171630466,965,686,655
Impact Credit Strategies Fund,2018-05-16,Industrial & Commercial Bank of China Ltd.,241409,-496,279932543,965,62,550
International Fixed Duration Fund,2022-07-04,Industrial & Commercial Bank of China Ltd.,858563,4369,32071296,610,966,787
Global Short Term Credit Fund,2017-03-19,Intel Corp.,657024,3088,875157807,136,875,96
Fixed Maturity 2027 Bond Fund,2022-05-13,Comcast Corp.,431638,-100,334766847,786,645,217
Target Maturity 2029 Bond Fund,2022-09-19,Sony Group Corp.,796861,-821,299755360,653,356,152
Community Savings Bond Fund,2020-11-17,Comcast Corp.,650923,-3373,463189063,443,50,770
International Fixed Duration Fund,2022-08-28,TotalEnergies SE,735865,-863,462380385,626,932,143
Global Cross Asset Fund,2020-03-29,"Samsung Electronics Co., Ltd.",487419,2776,363462935,271,396,810
European High Yield Bond Fund,2019-08-20,"AT&T, Inc.",561747,406,861090389,780,127,163
European High Yield Bond Fund,2020-07-06,TotalEnergies SE,473196,309,945160335,812,336,564
Target Maturity 2029 Bond Fund,2021-11-11,Shell Plc,275122,-858,221122203,956,636,252
Sustainable Retail Fund,2020-04-22,Bayerische Motoren Werke AG,12431,605,350221011,722,103,834
Fixed Maturity 2027 Bond Fund,2017-11-16,Gazprom PJSC,89644,-3561,561186467,942,259,211
International Fixed Duration Fund,2017-05-10,Shell Plc,422383,-322,703755171,104,256,246
International Fixed Duration Fund,2020-12-08,"AT&T, Inc.",256038,2217,306611384,586,220,199
Community Savings Bond Fund,2019-03-12,Industrial & Commercial Bank of China Ltd.,451854,3088,586691968,762,81,258
Target Maturity 2029 Bond Fund,2018-04-27,"AT&T, Inc.",459128,-1162,187872162,801,216,521
Impact Credit Strategies Fund,2020-11-03,Intel Corp.,902178,-3983,710318989,523,158,67
Community Savings Bond Fund,2019-01-13,Sony Group Corp.,564239,2851,279206326,436,384,993
Community Savings Bond Fund,2020-08-13,Intel Corp.,590458,-2948,727033309,989,651,277
Equity Diversified Selection Fund,2017-06-20,Gazprom PJSC,706227,790,43745237,556,534,515
Global Cross Asset Fund,2021-08-28,Comcast Corp.,199190,-4787,812722719,366,536,913
Impact Credit Strategies Fund,2019-08-06,Deutsche Telekom AG,151628,-2372,604952995,306,67,942
Global Short Term Credit Fund,2019-09-24,"Taiwan Semiconductor Manufacturing Co., Ltd.",26811,3912,69869609,81,570,413
Sustainable Retail Fund,2020-02-12,Industrial & Commercial Bank of China Ltd.,298437,-1863,623668248,61,520,625
European High Yield Bond Fund,2020-06-18,"AT&T, Inc.",450032,-1367,933485907,285,956,197
Community Savings Bond Fund,2018-03-16,Tencent Holdings Ltd.,62222,-3132,488636128,482,567,669
Impact Credit Strategies Fund,2020-06-28,Industrial & Commercial Bank of China Ltd.,643935,-4641,101017767,593,246,497
Fixed Maturity 2025 Bond Fund,2021-10-31,TotalEnergies SE,84661,-3551,785266564,24,937,590
Community Savings Bond Fund,2022-12-10,Comcast Corp.,427586,-2846,499308281,533,667,430
Global Cross Asset Fund,2022-10-20,"UnitedHealth Group, Inc.",908979,3153,280847814,113,678,200
Fixed Maturity 2025 Bond Fund,2017-08-29,Comcast Corp.,524531,-633,635490214,773,873,224
Global Cross Asset Fund,2020-06-28,"AbbVie, Inc.",406794,-1053,606999375,358,936,941
Impact Credit Strategies Fund,2022-03-31,Mercedes-Benz Group AG,116929,3244,796550047,488,316,672
Impact Credit Strategies Fund,2018-03-15,"UnitedHealth Group, Inc.",838129,4515,216419251,979,61,720
International Fixed Duration Fund,2020-03-19,"Taiwan Semiconductor Manufacturing Co., Ltd.",521865,-4853,457262013,87,908,132
International Fixed Duration Fund,2017-03-24,China Mobile Ltd.,32382,-202,159700843,386,626,60
Impact Credit Strategies Fund,2022-06-19,Mercedes-Benz Group AG,802725,-3705,665231467,326,611,568
Fixed Maturity 2027 Bond Fund,2020-02-14,Shell Plc,173638,2813,196480501,656,16,668
Sustainable Retail Fund,2022-07-21,"AbbVie, Inc.",326453,-4240,445750915,941,551,119
Target Maturity 2029 Bond Fund,2018-01-24,Sony Group Corp.,774141,395,748136479,250,902,276
Impact Credit Strategies Fund,2022-08-19,Petróleo Brasileiro SA,540373,-3029,323752897,507,268,763
Equity Diversified Selection Fund,2020-04-10,Shell Plc,652767,3689,779075455,326,354,798
Global Cross Asset Fund,2017-12-05,Comcast Corp.,751031,2150,313737293,174,833,934
Impact Credit Strategies Fund,2017-07-07,TotalEnergies SE,673385,1382,406935737,338,951,131
Fixed Maturity 2027 Bond Fund,2019-03-10,"AT&T, Inc.",652484,3692,824329219,838,848,470
Target Maturity 2029 Bond Fund,2017-03-16,"UnitedHealth Group, Inc.",933488,11,136300635,318,908,789
Global Short Term Credit Fund,2018-12-21,Petróleo Brasileiro SA,670768,-828,215960042,210,654,610
Fixed Maturity 2027 Bond Fund,2022-10-06,Sony Group Corp.,983373,1759,464558308,828,455,971
Fixed Maturity 2027 Bond Fund,2019-06-06,Bayerische Motoren Werke AG,119629,1493,206640326,131,360,407
Global Cross Asset Fund,2021-02-11,China Mobile Ltd.,741701,3583,931941966,977,166,349
Global Short Term Credit Fund,2021-04-10,Petróleo Brasileiro SA,230980,3593,817263238,222,90,642
Fixed Maturity 2025 Bond Fund,2021-03-18,Mercedes-Benz Group AG,739647,454,212738907,454,917,919
Fixed Maturity 2027 Bond Fund,2019-11-11,TotalEnergies SE,858900,-304,867843458,175,184,85
Fixed Maturity 2025 Bond Fund,2022-11-05,Petróleo Brasileiro SA,24951,-2136,171220484,982,840,20
Sustainable Retail Fund,2021-11-10,Saudi Arabian Oil Co.,387789,-2322,690664418,341,104,838
