FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Target Maturity 2029 Bond Fund,2019-03-09,"Apple, Inc.",339136,-604,110529095.67,119.28,187.3,30.73
International Fixed Duration Fund,2021-07-21,Allianz SE,687784,9417,125796171.46,545.1,81.33,728.43
Global Short Term Credit Fund,2022-02-27,Bank of America Corp.,914383,9514,193700988.09,112.06,551.88,754.67
Target Maturity 2029 Bond Fund,2022-12-10,Microsoft Corp.,589124,-6316,38293818.76,847.51,814.93,577.06
Equity Diversified Selection Fund,2019-11-08,"Facebook, Inc.",501726,6977,387952059.61,232.63,642.87,368.6
Fixed Maturity 2025 Bond Fund,2018-11-18,BP Plc,341405,8926,322052682.25,687.46,689.74,892.52
Global Cross Asset Fund,2021-06-10,"Berkshire Hathaway, Inc.",875804,355,40716357.89,124.09,11.73,733.16
International Fixed Duration Fund,2017-10-24,AXA SA,102304,6583,263299595.15,941.29,765.19,323.8
Fixed Maturity 2027 Bond Fund,2018-08-12,Ford Motor Co.,38982,195,224972192.7,462.82,17.24,893.2
Subordinated Financials Fund,2019-10-02,"Goldman Sachs Group, Inc.",292675,-1963,450058917.25,876.76,859.67,308.01
Impact Credit Strategies Fund,2021-11-19,"First Solar, Inc.",361333,5493,405594695.39,503.42,279.22,787.76
Fixed Maturity 2025 Bond Fund,2020-01-23,BP Plc,542808,-7458,430739943.61,779.21,219.7,154.74
Sustainable Retail Fund,2018-11-11,"Tesla, Inc.",25604,2338,148780774.03,435.4,730.65,247.48
Global Cross Asset Fund,2021-10-28,Johnson & Johnson,921997,1354,483073991.54,822.76,124.16,511.37
Equity Diversified Selection Fund,2022-05-28,"Netflix, Inc.",503580,5105,16549129.54,384.5,768.21,954.77
Community Savings Bond Fund,2022-09-14,Procter & Gamble Co.,678783,9542,261055359.67,869.7,384.68,289.2
Global Short Term Credit Fund,2019-06-01,HSBC Holdings Plc,901209,9812,17912678.66,270.89,950.06,391.41
Target Maturity 2029 Bond Fund,2019-01-24,"Apple, Inc.",60225,-3433,433241275.49,512.91,35.49,231.48
International Fixed Duration Fund,2021-12-26,AXA SA,4435,3875,298855672.49,960.25,840.95,593.98
Target Maturity 2029 Bond Fund,2019-04-14,"Amazon.com, Inc.",497822,-910,47225871.18,24.29,16.44,650.13
Target Maturity 2029 Bond Fund,2017-10-27,Microsoft Corp.,788747,9699,19133258.35,624.34,995.13,333.82
Target Maturity 2029 Bond Fund,2021-09-27,"Amazon.com, Inc.",791583,1229,24374576.42,827.68,317.26,110.6
Global Cross Asset Fund,2019-08-25,Alibaba Group Holding Ltd.,690352,9388,24085988.25,434.48,933.54,266.59
Global Cross Asset Fund,2017-05-19,"Berkshire Hathaway, Inc.",165134,8284,355258887.05,508.95,994.43,364.13
Impact Credit Strategies Fund,2017-05-29,"First Solar, Inc.",55987,4582,478822304.59,61.72,741.64,829.77
Sustainable Retail Fund,2018-02-25,"The Hain Celestial Group, Inc.",437666,8284,358070591.93,643.03,170.01,262.91
Subordinated Financials Fund,2022-11-06,"Goldman Sachs Group, Inc.",512780,9232,230843803.26,275.58,366.26,213.36
Target Maturity 2029 Bond Fund,2017-02-17,Microsoft Corp.,956316,9475,471003398.29,115.38,659.9,887.59
Impact Credit Strategies Fund,2019-09-19,Vestas Wind Systems A/S,540596,-2194,302226786.4,773.18,710.7,967.65
Global Short Term Credit Fund,2019-02-13,HSBC Holdings Plc,415098,3549,6316725.32,873.95,638.73,406.5
Global Cross Asset Fund,2021-07-16,Alibaba Group Holding Ltd.,408271,8486,479374359.04,718.83,857.01,554.28
Fixed Maturity 2027 Bond Fund,2019-04-08,Ford Motor Co.,177889,-2410,414016751.17,456.77,91.16,147.18
Sustainable Retail Fund,2022-09-29,"Tesla, Inc.",157186,2703,158945181.75,175.51,355.73,155.87
Community Savings Bond Fund,2019-05-31,Nestlé SA,8274,8996,199892562.41,42.88,19.81,411.5
Global Cross Asset Fund,2021-07-07,Johnson & Johnson,36187,2459,167411829.02,312.98,36.39,204.31
Fixed Maturity 2027 Bond Fund,2021-01-19,Volkswagen AG,333031,935,261022079.29,669.2,152.12,761.05
International Fixed Duration Fund,2022-03-25,Allianz SE,833722,-5789,392584646.17,776.05,860.9,519.11
Target Maturity 2029 Bond Fund,2021-05-02,"Amazon.com, Inc.",412425,-1919,453489608.9,60.74,564.65,152.5
Fixed Maturity 2025 Bond Fund,2020-11-28,BP Plc,696815,8242,425129979.77,440.99,17.06,167.42
Target Maturity 2029 Bond Fund,2017-03-01,Microsoft Corp.,278443,8029,369992819.68,511.72,440.13,261.27
Subordinated Financials Fund,2018-06-30,Citigroup Inc.,927706,2808,230916443.24,570.38,378.19,246.22
International Fixed Duration Fund,2022-06-07,Ping An Insurance (Group) Co. of China Ltd.,714801,-8273,428414682.99,882.2,107.81,295.72
Equity Diversified Selection Fund,2019-07-17,Google LLC,685259,8437,462100604.72,411.2,476.19,915.17
Global Short Term Credit Fund,2019-04-23,JPMorgan Chase & Co.,851135,8081,218827697.3,423.14,573.33,659.01
Equity Diversified Selection Fund,2017-12-13,"Facebook, Inc.",399410,-1493,455098747.29,596.46,199.68,116.55
Sustainable Retail Fund,2017-04-12,"Tesla, Inc.",447321,-9075,484363857.46,837.47,243.63,927.43
Global Short Term Credit Fund,2020-12-14,HSBC Holdings Plc,922796,2088,148958395.75,628.41,244.52,289.01
Global Cross Asset Fund,2020-07-04,"Berkshire Hathaway, Inc.",362529,-6792,139684360.29,836.09,928.78,583.73
Global Short Term Credit Fund,2020-04-20,Bank of America Corp.,283958,-3541,80027625.6,236.99,103.1,455.39
Subordinated Financials Fund,2020-03-29,"Goldman Sachs Group, Inc.",655637,-9805,59057880.16,90.53,136.14,638.4
International Fixed Duration Fund,2020-10-10,Ping An Insurance (Group) Co. of China Ltd.,840290,6480,314948100.2,797.71,870.81,903.49
Fixed Maturity 2025 Bond Fund,2018-03-15,Chevron Corp.,962203,3159,302440382.74,845.27,338.9,526.17
International Fixed Duration Fund,2018-07-07,AXA SA,528102,-5607,207462054.05,953.91,217.22,910.25
Fixed Maturity 2025 Bond Fund,2020-09-30,Exxon Mobil Corp.,997691,5767,14125892.51,270.92,151.44,367.46
Global Cross Asset Fund,2020-05-11,"Berkshire Hathaway, Inc.",949639,-7510,42532329.1,40.48,886.61,751.73
Equity Diversified Selection Fund,2020-07-17,"Netflix, Inc.",691616,1218,28318023.85,294.76,840.85,781.68
Global Cross Asset Fund,2022-11-01,"Berkshire Hathaway, Inc.",685182,-4303,41402750.49,983.63,951.5,494.06
Fixed Maturity 2025 Bond Fund,2022-07-04,BP Plc,77228,2097,439756628.4,457.95,20.71,115.67
Impact Credit Strategies Fund,2021-07-16,Vestas Wind Systems A/S,178106,-6752,399085474.3,363.79,399.19,344.73
Impact Credit Strategies Fund,2020-02-27,Vestas Wind Systems A/S,787492,-2121,97794143.44,885.27,496.79,306.43
Sustainable Retail Fund,2022-08-21,"Beyond Meat, Inc.",57649,6883,413609427.54,783.32,478.38,537.65
Impact Credit Strategies Fund,2021-05-30,"SolarEdge Technologies, Inc.",617955,5314,364081112.99,14.37,425.6,209.26
Fixed Maturity 2025 Bond Fund,2018-10-20,BP Plc,839502,-5133,320371762.37,659.8,481.03,473.02
Fixed Maturity 2025 Bond Fund,2021-02-16,Exxon Mobil Corp.,933769,-1258,325515300.99,223.47,482.39,251.53
Sustainable Retail Fund,2019-11-10,"The Hain Celestial Group, Inc.",323204,-2027,101460092.28,132.84,384.46,403.1
Sustainable Retail Fund,2019-02-24,"The Hain Celestial Group, Inc.",241232,-7250,2026555.34,603.14,172.89,460.59
Target Maturity 2029 Bond Fund,2017-07-12,"Apple, Inc.",710238,-4108,485856429.36,611.42,922.47,144.07
Fixed Maturity 2025 Bond Fund,2022-02-01,Chevron Corp.,273473,674,169896136.7,642.08,689.31,161.89
Sustainable Retail Fund,2022-10-18,"Beyond Meat, Inc.",929835,-9588,60732731.6,325.45,485.48,439.18
Fixed Maturity 2027 Bond Fund,2018-09-18,Ford Motor Co.,786525,9357,2105251.43,645.04,223.06,947.5
Global Short Term Credit Fund,2018-05-29,HSBC Holdings Plc,21394,384,367577445.68,250.74,135.67,911.85
Community Savings Bond Fund,2020-07-10,Nestlé SA,754371,-3532,189616294.24,797.11,150.12,452.76
Impact Credit Strategies Fund,2017-02-18,"First Solar, Inc.",44627,7157,353767456.95,500.94,208.04,794.08
Fixed Maturity 2027 Bond Fund,2020-12-29,Toyota Motor Corp.,664573,-8531,4454082.29,299.63,764.9,137.6
International Fixed Duration Fund,2022-05-05,Ping An Insurance (Group) Co. of China Ltd.,420261,280,15937763.03,334.52,194.01,227.08
Equity Diversified Selection Fund,2018-05-05,"Netflix, Inc.",548956,-3905,280499287.52,352.55,427.53,739.33
Global Short Term Credit Fund,2017-10-20,JPMorgan Chase & Co.,476263,-1897,291991380.04,149.72,833.91,416.83
Global Short Term Credit Fund,2018-05-14,HSBC Holdings Plc,15928,4919,346633129.17,95.81,442.69,608.41
Impact Credit Strategies Fund,2019-04-07,"First Solar, Inc.",548584,3422,200673508.0,55.57,601.8,93.75
Equity Diversified Selection Fund,2018-10-12,"Facebook, Inc.",385561,9506,257358020.88,739.24,538.32,152.96
Equity Diversified Selection Fund,2017-03-11,"Facebook, Inc.",214957,-246,128691874.75,276.41,577.83,358.65
Fixed Maturity 2027 Bond Fund,2020-12-23,Toyota Motor Corp.,32132,-8439,57518511.46,619.76,577.25,115.01
Target Maturity 2029 Bond Fund,2021-03-20,"Apple, Inc.",513706,7054,76721737.6,311.35,571.3,752.16
Fixed Maturity 2027 Bond Fund,2020-07-31,Ford Motor Co.,371897,9913,287012479.5,567.82,524.2,35.46
Subordinated Financials Fund,2018-07-22,"Goldman Sachs Group, Inc.",265287,8166,141734177.51,689.58,901.38,429.2
Impact Credit Strategies Fund,2019-06-25,"First Solar, Inc.",927147,1233,345370470.48,420.6,925.51,904.67
Sustainable Retail Fund,2020-12-02,"Beyond Meat, Inc.",197850,5262,20966141.95,21.44,405.9,547.35
Global Short Term Credit Fund,2017-05-02,JPMorgan Chase & Co.,13452,-3288,419105069.1,58.44,816.45,123.09
Impact Credit Strategies Fund,2022-05-23,Vestas Wind Systems A/S,192787,4082,485537050.51,820.44,277.04,233.14
Community Savings Bond Fund,2022-06-28,Procter & Gamble Co.,542520,-8219,103410035.18,428.93,698.82,650.39
Subordinated Financials Fund,2018-10-02,Citigroup Inc.,271415,7893,108115327.76,301.65,706.59,475.72
Subordinated Financials Fund,2017-08-14,Morgan Stanley,482620,5192,365442790.81,680.1,27.79,805.67
Impact Credit Strategies Fund,2021-11-28,"SolarEdge Technologies, Inc.",257124,-5186,308787741.74,63.05,670.47,387.11
Subordinated Financials Fund,2017-10-05,Morgan Stanley,19125,-2402,121707311.51,538.41,224.06,241.11
Equity Diversified Selection Fund,2020-08-24,"Netflix, Inc.",197185,2750,357495134.88,24.71,745.96,802.48
Fixed Maturity 2027 Bond Fund,2019-11-25,Ford Motor Co.,866223,4401,428857132.26,100.43,237.42,151.64
Fixed Maturity 2025 Bond Fund,2022-10-04,Exxon Mobil Corp.,581705,-3212,149241922.74,505.55,459.26,996.43
Global Cross Asset Fund,2018-04-27,"Berkshire Hathaway, Inc.",593496,4474,150886234.25,722.82,752.25,750.23
Subordinated Financials Fund,2022-02-17,Morgan Stanley,207321,6376,192253255.99,331.4,949.71,948.05
International Fixed Duration Fund,2018-03-01,AXA SA,930563,6228,376448414.56,196.71,736.25,755.57
Target Maturity 2029 Bond Fund,2017-09-23,Microsoft Corp.,257008,4325,189469334.15,697.36,37.67,471.56
Community Savings Bond Fund,2021-12-27,"Walmart, Inc.",905012,8772,242821335.85,417.28,408.04,946.09
Community Savings Bond Fund,2020-11-18,"Walmart, Inc.",607529,4531,187256520.07,582.65,274.32,856.33
Sustainable Retail Fund,2019-01-29,"The Hain Celestial Group, Inc.",549862,2541,435403200.76,106.83,361.2,41.37
Subordinated Financials Fund,2020-09-29,Citigroup Inc.,19862,-4058,194263924.26,669.34,15.38,232.96
Community Savings Bond Fund,2018-03-03,Nestlé SA,279940,6347,228439702.76,70.48,659.21,92.07
Sustainable Retail Fund,2022-04-06,"The Hain Celestial Group, Inc.",42212,6182,293913127.97,929.54,984.32,984.64
International Fixed Duration Fund,2020-07-06,Ping An Insurance (Group) Co. of China Ltd.,233570,-8314,205340572.22,263.64,570.5,806.05
Subordinated Financials Fund,2019-10-27,"Goldman Sachs Group, Inc.",442406,9291,139616975.03,67.92,389.49,125.69
Target Maturity 2029 Bond Fund,2020-12-21,"Amazon.com, Inc.",46454,8425,272024740.86,956.69,917.09,826.31
Impact Credit Strategies Fund,2020-12-23,Vestas Wind Systems A/S,168579,8599,426905150.93,832.44,574.31,332.68
Equity Diversified Selection Fund,2017-12-04,"Netflix, Inc.",771922,3920,361191435.16,16.02,449.99,356.02
Target Maturity 2029 Bond Fund,2017-12-30,"Apple, Inc.",934777,-9478,475054433.95,448.44,355.44,178.22
Community Savings Bond Fund,2020-05-22,Procter & Gamble Co.,434378,-3349,497980082.67,676.42,296.84,966.7
Subordinated Financials Fund,2022-10-02,"Goldman Sachs Group, Inc.",622856,9087,452067999.99,77.0,450.67,268.3
Equity Diversified Selection Fund,2019-07-25,"Netflix, Inc.",607441,5148,243084006.66,15.47,533.53,240.3
Global Cross Asset Fund,2020-07-26,Alibaba Group Holding Ltd.,668533,-8917,371866052.15,838.6,874.03,872.56
Impact Credit Strategies Fund,2019-12-22,"SolarEdge Technologies, Inc.",885075,5772,201499052.69,246.65,346.08,76.57
Impact Credit Strategies Fund,2019-05-04,"First Solar, Inc.",169121,-468,25751790.94,274.99,991.28,825.62
Community Savings Bond Fund,2022-02-22,"Walmart, Inc.",543943,-505,472067818.35,195.21,627.78,577.53
Subordinated Financials Fund,2020-03-17,Morgan Stanley,631966,-6310,352022057.78,700.54,668.08,670.45
International Fixed Duration Fund,2019-01-10,Allianz SE,487287,9498,74594994.62,212.69,533.54,41.49
Subordinated Financials Fund,2018-11-27,"Goldman Sachs Group, Inc.",152416,-6234,181505382.99,457.86,480.36,105.37
Community Savings Bond Fund,2021-04-19,"Walmart, Inc.",318574,9524,75254996.41,957.19,680.0,66.17
International Fixed Duration Fund,2019-11-25,Allianz SE,178557,-562,393472055.41,516.3,573.77,915.7
Fixed Maturity 2027 Bond Fund,2017-12-29,Toyota Motor Corp.,634551,-5493,54307924.9,536.3,795.63,450.97
Global Cross Asset Fund,2022-08-26,"Berkshire Hathaway, Inc.",343446,-5155,327616557.01,502.8,18.86,166.0
Fixed Maturity 2027 Bond Fund,2021-09-06,Ford Motor Co.,928415,-2482,272265016.64,449.15,389.43,185.77
Sustainable Retail Fund,2022-11-10,"Beyond Meat, Inc.",510423,3437,380502978.01,163.99,616.63,997.69
Community Savings Bond Fund,2020-03-19,Nestlé SA,933394,5182,60796174.99,349.12,154.85,24.26
Impact Credit Strategies Fund,2017-01-27,"First Solar, Inc.",559487,-4253,290245171.39,605.78,460.18,779.84
Impact Credit Strategies Fund,2018-01-11,Vestas Wind Systems A/S,637794,-4542,297058363.15,951.8,456.57,814.71
Fixed Maturity 2027 Bond Fund,2020-12-10,Ford Motor Co.,809145,-8841,292752517.95,436.97,685.67,777.83
Target Maturity 2029 Bond Fund,2020-06-15,Microsoft Corp.,112648,-2668,407593194.21,860.37,987.89,283.45
Target Maturity 2029 Bond Fund,2017-02-05,"Apple, Inc.",487024,-1012,313358283.26,161.66,967.83,404.15
Fixed Maturity 2025 Bond Fund,2019-06-16,Chevron Corp.,166045,-8694,489199739.97,754.26,701.11,377.49
Impact Credit Strategies Fund,2017-04-09,"SolarEdge Technologies, Inc.",102816,-8050,161876130.08,637.67,529.8,182.48
Fixed Maturity 2025 Bond Fund,2022-02-15,Chevron Corp.,102421,-2314,213019123.53,382.11,314.98,888.79
Target Maturity 2029 Bond Fund,2017-08-29,"Amazon.com, Inc.",952336,3627,366246659.62,240.31,491.51,564.34
Subordinated Financials Fund,2018-01-21,Citigroup Inc.,742775,8806,370835767.77,612.89,653.27,198.43
Target Maturity 2029 Bond Fund,2021-07-14,"Apple, Inc.",646662,4515,22308798.3,405.64,808.77,948.82
Global Short Term Credit Fund,2018-07-04,HSBC Holdings Plc,275907,-3403,385448852.35,249.89,56.07,869.83
Equity Diversified Selection Fund,2019-06-13,Google LLC,910620,2426,99203019.32,444.72,970.3,171.92
Sustainable Retail Fund,2019-08-30,"The Hain Celestial Group, Inc.",574800,-1774,26505329.63,59.0,809.87,673.22
Global Cross Asset Fund,2020-08-31,Alibaba Group Holding Ltd.,238165,-8103,181134027.74,806.13,544.65,630.07
International Fixed Duration Fund,2019-03-15,AXA SA,681028,-7213,186510616.16,377.76,706.69,418.52
Subordinated Financials Fund,2021-08-12,"Goldman Sachs Group, Inc.",732026,6271,129298108.29,413.28,218.88,10.08
Impact Credit Strategies Fund,2019-10-08,"First Solar, Inc.",104196,8184,372173872.96,497.01,581.36,499.24
Target Maturity 2029 Bond Fund,2021-10-28,"Apple, Inc.",386306,-8705,175942208.86,443.12,720.21,324.03
Impact Credit Strategies Fund,2022-01-05,"First Solar, Inc.",240636,-4813,402241686.67,111.69,224.31,191.04
Global Short Term Credit Fund,2020-09-03,HSBC Holdings Plc,679622,1142,436982069.74,67.55,782.06,835.3
Target Maturity 2029 Bond Fund,2019-06-26,"Apple, Inc.",361712,-8858,306408695.49,904.77,959.17,507.95
Fixed Maturity 2025 Bond Fund,2018-09-22,Exxon Mobil Corp.,832775,-5353,258654818.64,965.74,158.21,206.56
Fixed Maturity 2025 Bond Fund,2017-03-20,BP Plc,801753,7270,119478687.53,946.38,324.51,560.99
Subordinated Financials Fund,2020-12-04,Morgan Stanley,698132,752,115364936.02,71.18,350.11,762.26
Target Maturity 2029 Bond Fund,2021-08-07,"Amazon.com, Inc.",936828,-6181,3346452.93,941.83,930.68,74.06
Impact Credit Strategies Fund,2018-07-05,Vestas Wind Systems A/S,443543,-5141,157198860.08,876.56,882.22,440.94
Impact Credit Strategies Fund,2021-06-10,Vestas Wind Systems A/S,841306,-6488,349531847.72,151.24,198.64,583.18
Fixed Maturity 2027 Bond Fund,2020-05-26,Ford Motor Co.,110414,-732,200835067.79,862.71,772.28,488.14
Equity Diversified Selection Fund,2018-02-09,Google LLC,989818,-6409,99056304.98,153.85,749.82,29.56
Target Maturity 2029 Bond Fund,2020-10-10,"Amazon.com, Inc.",288363,-2539,209579350.94,661.02,75.85,541.6
Subordinated Financials Fund,2022-08-07,Morgan Stanley,521059,-8274,51272171.72,198.75,770.58,35.2
Subordinated Financials Fund,2020-01-22,Morgan Stanley,94704,-4621,269825261.72,931.64,686.57,617.59
Equity Diversified Selection Fund,2018-05-03,"Netflix, Inc.",59011,1421,410331228.54,164.26,512.67,84.16
Fixed Maturity 2025 Bond Fund,2020-01-19,Chevron Corp.,794533,4375,342794615.43,922.49,724.33,356.0
Global Cross Asset Fund,2020-10-11,Alibaba Group Holding Ltd.,131545,2448,16661835.2,748.6,418.25,48.19
Impact Credit Strategies Fund,2019-08-03,Vestas Wind Systems A/S,7851,4737,314613733.43,481.59,693.04,904.9
Fixed Maturity 2027 Bond Fund,2020-10-15,Ford Motor Co.,641450,-4236,499948110.17,846.19,422.99,78.0
Impact Credit Strategies Fund,2018-09-24,Vestas Wind Systems A/S,660683,-3795,380041144.77,670.04,464.95,577.42
Fixed Maturity 2025 Bond Fund,2017-04-09,Chevron Corp.,87215,2880,354821610.85,400.17,117.74,621.25
International Fixed Duration Fund,2022-03-18,Ping An Insurance (Group) Co. of China Ltd.,52083,-2278,258560693.99,577.02,23.08,747.99
Global Cross Asset Fund,2020-05-18,Johnson & Johnson,945820,3240,443243458.61,84.22,287.66,550.67
Global Short Term Credit Fund,2020-11-17,JPMorgan Chase & Co.,637695,-3716,163327101.71,176.85,445.96,628.83
Impact Credit Strategies Fund,2019-11-23,"SolarEdge Technologies, Inc.",641610,2863,428449007.25,21.94,132.71,534.95
Sustainable Retail Fund,2021-07-30,"Beyond Meat, Inc.",550307,-3839,275128309.38,427.94,88.86,822.05
Impact Credit Strategies Fund,2020-06-16,"SolarEdge Technologies, Inc.",716078,7002,270711250.46,981.01,167.17,260.62
Sustainable Retail Fund,2022-05-04,"Tesla, Inc.",741270,7567,247842887.78,314.55,846.78,902.51
Target Maturity 2029 Bond Fund,2020-11-17,"Apple, Inc.",192615,-2936,444320977.84,215.75,131.41,351.67
Subordinated Financials Fund,2019-04-24,"Goldman Sachs Group, Inc.",493940,2120,395310170.84,516.41,429.82,872.2
Global Short Term Credit Fund,2019-11-28,JPMorgan Chase & Co.,962820,-9785,369481368.78,595.14,406.64,925.37
Fixed Maturity 2025 Bond Fund,2017-08-01,Exxon Mobil Corp.,917248,2441,222689824.0,808.59,459.65,670.41
Impact Credit Strategies Fund,2021-07-02,"SolarEdge Technologies, Inc.",502780,9168,327760333.55,342.31,693.58,433.76
Impact Credit Strategies Fund,2018-12-20,"First Solar, Inc.",716506,6254,347919981.54,410.03,192.21,108.32
Impact Credit Strategies Fund,2017-11-17,"First Solar, Inc.",371499,-1584,468139554.94,716.4,612.77,536.74
Target Maturity 2029 Bond Fund,2021-08-19,"Apple, Inc.",332697,9168,210604099.83,104.48,335.95,674.7
International Fixed Duration Fund,2020-11-13,AXA SA,207245,-4615,234368221.39,636.57,90.65,611.91
