FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Community Savings Bond Fund,2021-12-19,Nestlé SA,932947,-3806,53150888.09,180.61,136.94,273.99
Target Maturity 2029 Bond Fund,2020-09-05,"Apple, Inc.",73915,4169,153256757.91,517.18,276.03,826.99
Global Cross Asset Fund,2018-12-06,Alibaba Group Holding Ltd.,647056,-5804,115164039.44,358.58,193.96,765.92
Equity Diversified Selection Fund,2021-05-04,"Facebook, Inc.",182452,7417,153225335.41,866.52,616.62,90.52
Subordinated Financials Fund,2017-02-10,Morgan Stanley,317889,8443,361828073.17,152.78,123.8,420.88
Impact Credit Strategies Fund,2021-02-15,Vestas Wind Systems A/S,453077,109,388737020.98,79.69,212.21,627.0
Impact Credit Strategies Fund,2021-01-12,Vestas Wind Systems A/S,876552,2358,100880285.18,910.59,886.16,21.05
Global Short Term Credit Fund,2020-05-21,Bank of America Corp.,886869,9271,258924245.47,551.92,957.68,499.25
Community Savings Bond Fund,2021-09-22,Procter & Gamble Co.,357784,-6270,63334860.75,576.66,703.18,508.65
Equity Diversified Selection Fund,2017-08-04,Google LLC,528575,6439,148147294.93,611.22,151.68,573.52
Target Maturity 2029 Bond Fund,2018-05-16,"Amazon.com, Inc.",202141,-1947,467668650.71,257.91,370.23,922.21
Impact Credit Strategies Fund,2017-01-29,"SolarEdge Technologies, Inc.",742504,4816,300120259.72,348.5,594.32,253.27
International Fixed Duration Fund,2022-03-25,Allianz SE,959082,-3655,388970675.91,757.08,252.13,571.08
Equity Diversified Selection Fund,2020-03-24,"Facebook, Inc.",921082,-9648,284574085.53,524.25,306.48,329.19
Sustainable Retail Fund,2017-12-10,"Tesla, Inc.",709871,-2603,249139003.34,304.12,458.7,97.3
Subordinated Financials Fund,2020-05-06,Citigroup Inc.,225922,5579,369047532.67,342.95,29.76,117.94
Fixed Maturity 2027 Bond Fund,2017-05-29,Volkswagen AG,229972,-7312,331129263.33,62.6,40.96,942.33
Fixed Maturity 2025 Bond Fund,2017-05-11,Exxon Mobil Corp.,451025,-9959,468228220.65,125.88,736.93,321.08
Equity Diversified Selection Fund,2019-06-24,"Facebook, Inc.",978988,3020,448230706.69,841.7,577.03,747.92
International Fixed Duration Fund,2017-08-28,Allianz SE,772632,-7918,276737665.54,241.61,721.7,925.96
Global Cross Asset Fund,2020-12-30,"Berkshire Hathaway, Inc.",563396,2395,250297237.29,695.31,42.55,62.46
Equity Diversified Selection Fund,2020-10-13,"Facebook, Inc.",814648,-8395,292520074.84,98.42,393.07,559.99
Equity Diversified Selection Fund,2021-01-26,"Facebook, Inc.",362148,-4925,404961345.01,300.82,123.49,615.53
Subordinated Financials Fund,2019-01-08,"Goldman Sachs Group, Inc.",399327,364,120913841.69,784.35,926.31,785.09
Subordinated Financials Fund,2022-11-29,"Goldman Sachs Group, Inc.",8282,5986,324457512.58,273.26,647.27,990.49
Fixed Maturity 2027 Bond Fund,2022-08-25,Volkswagen AG,997284,6949,148859288.62,701.32,715.94,723.54
Impact Credit Strategies Fund,2020-05-20,"First Solar, Inc.",311380,-4992,448334388.75,651.67,417.56,316.09
Target Maturity 2029 Bond Fund,2017-03-07,"Apple, Inc.",165296,-3577,459701776.58,759.53,348.9,860.58
Fixed Maturity 2025 Bond Fund,2022-03-27,Exxon Mobil Corp.,820442,-818,313823129.83,321.0,274.44,720.67
Equity Diversified Selection Fund,2018-11-27,Google LLC,922372,-6150,266353717.98,734.8,314.84,880.23
Subordinated Financials Fund,2019-07-31,Citigroup Inc.,565995,3268,3953247.33,67.56,148.86,860.22
Sustainable Retail Fund,2021-04-19,"Beyond Meat, Inc.",990145,-5166,292236725.9,793.65,614.69,923.6
Fixed Maturity 2025 Bond Fund,2020-04-08,Chevron Corp.,629177,4943,411642154.57,937.25,485.91,745.64
Subordinated Financials Fund,2020-08-16,Citigroup Inc.,646680,-3383,471221156.96,117.76,707.58,310.87
Subordinated Financials Fund,2017-02-17,Citigroup Inc.,474015,-6004,497433726.14,605.08,923.95,683.8
Subordinated Financials Fund,2017-02-07,Morgan Stanley,605967,1383,266228260.4,483.45,337.82,934.95
Fixed Maturity 2025 Bond Fund,2022-08-24,Chevron Corp.,123677,8778,307230784.64,944.7,742.94,615.11
Global Cross Asset Fund,2021-10-06,"Berkshire Hathaway, Inc.",872603,-4689,103514139.54,766.92,483.48,504.74
Global Short Term Credit Fund,2017-07-06,Bank of America Corp.,420475,3474,88496604.56,925.4,29.95,363.88
Global Cross Asset Fund,2018-08-01,"Berkshire Hathaway, Inc.",885276,6004,431318340.66,854.55,862.39,869.31
Global Short Term Credit Fund,2022-01-11,HSBC Holdings Plc,976782,8878,400203721.94,881.11,859.88,676.27
Global Short Term Credit Fund,2018-04-05,HSBC Holdings Plc,831674,2473,416663864.83,467.51,592.34,842.09
Impact Credit Strategies Fund,2019-12-25,"First Solar, Inc.",687271,4966,222599647.95,500.77,821.61,565.93
Impact Credit Strategies Fund,2017-07-31,"First Solar, Inc.",422128,-6993,63839750.3,335.34,282.46,111.11
Global Short Term Credit Fund,2022-04-29,JPMorgan Chase & Co.,751985,1748,384138295.57,955.32,918.85,917.91
Global Cross Asset Fund,2020-08-13,Alibaba Group Holding Ltd.,906927,-3364,213949296.4,541.53,273.53,201.35
Fixed Maturity 2025 Bond Fund,2018-05-14,Exxon Mobil Corp.,432012,-7611,160540678.38,301.83,679.61,419.91
Fixed Maturity 2025 Bond Fund,2019-11-25,BP Plc,540638,-1275,138017897.48,264.49,716.92,556.11
Impact Credit Strategies Fund,2022-06-21,"First Solar, Inc.",551348,1337,18682613.49,984.9,36.49,462.27
Fixed Maturity 2027 Bond Fund,2021-07-08,Volkswagen AG,222722,-6112,129471392.56,416.68,850.14,792.04
Subordinated Financials Fund,2018-07-22,Morgan Stanley,968681,-9716,134544359.73,273.14,647.27,311.2
Community Savings Bond Fund,2019-03-26,"Walmart, Inc.",218044,-4180,417166497.61,29.97,263.43,290.87
Community Savings Bond Fund,2021-12-10,Procter & Gamble Co.,863742,-9538,333833830.45,65.76,995.19,245.56
Global Cross Asset Fund,2021-11-24,Johnson & Johnson,477355,-5846,448813420.35,730.45,665.41,475.19
Fixed Maturity 2025 Bond Fund,2019-09-26,Chevron Corp.,790163,-944,216294805.94,327.28,557.71,813.07
Global Cross Asset Fund,2021-11-14,"Berkshire Hathaway, Inc.",632068,-7571,476994919.37,433.58,625.87,150.75
Impact Credit Strategies Fund,2021-03-20,Vestas Wind Systems A/S,533745,-6116,3414745.4,636.44,96.87,682.76
Fixed Maturity 2025 Bond Fund,2021-03-27,BP Plc,864853,-6540,88508674.2,262.29,306.85,63.87
International Fixed Duration Fund,2018-04-13,Ping An Insurance (Group) Co. of China Ltd.,174750,-1202,10650959.73,160.33,801.53,438.08
Sustainable Retail Fund,2018-12-10,"The Hain Celestial Group, Inc.",551435,-9081,469511612.66,811.21,291.89,927.51
Target Maturity 2029 Bond Fund,2020-04-27,"Amazon.com, Inc.",171222,-3233,478916931.17,307.08,99.31,264.54
Community Savings Bond Fund,2020-12-24,Nestlé SA,863499,4069,476186706.78,70.34,321.39,665.77
Fixed Maturity 2027 Bond Fund,2022-06-16,Toyota Motor Corp.,487141,648,42510140.57,583.27,804.82,29.03
Sustainable Retail Fund,2022-10-13,"Beyond Meat, Inc.",779787,-6696,300784032.39,806.6,131.78,350.8
Fixed Maturity 2027 Bond Fund,2018-08-15,Volkswagen AG,981531,2131,80587739.9,491.07,171.28,729.01
Impact Credit Strategies Fund,2021-08-02,"SolarEdge Technologies, Inc.",28357,653,442745789.48,126.6,924.32,870.95
Sustainable Retail Fund,2018-05-27,"The Hain Celestial Group, Inc.",123038,-6400,63990302.01,910.39,65.88,906.77
Equity Diversified Selection Fund,2021-11-01,"Facebook, Inc.",603373,4691,64348264.48,617.05,14.86,708.69
Sustainable Retail Fund,2022-08-01,"Beyond Meat, Inc.",346140,5863,200586810.93,996.69,880.87,341.62
Fixed Maturity 2025 Bond Fund,2019-03-13,Exxon Mobil Corp.,900100,-5530,10885503.68,834.35,609.93,865.82
Subordinated Financials Fund,2018-11-30,"Goldman Sachs Group, Inc.",397888,-1512,493280254.88,675.13,548.49,283.71
Sustainable Retail Fund,2017-11-09,"Beyond Meat, Inc.",329587,903,448323169.04,702.45,201.08,472.3
Fixed Maturity 2027 Bond Fund,2018-12-11,Toyota Motor Corp.,958668,5165,245189917.85,854.7,692.3,819.43
Fixed Maturity 2025 Bond Fund,2017-08-02,Chevron Corp.,338539,-4392,175013677.25,117.95,816.99,746.5
Impact Credit Strategies Fund,2019-12-04,"First Solar, Inc.",27868,282,494473276.77,916.57,132.69,199.75
Equity Diversified Selection Fund,2018-11-08,"Facebook, Inc.",226390,-9363,25032652.25,766.92,860.09,127.02
Equity Diversified Selection Fund,2018-08-22,"Facebook, Inc.",769076,-9967,383769416.89,769.77,57.48,473.08
Subordinated Financials Fund,2017-07-23,Morgan Stanley,626127,-4885,475125210.65,712.74,450.21,41.5
Target Maturity 2029 Bond Fund,2018-04-23,"Apple, Inc.",237713,-9419,9404580.27,218.24,179.19,215.57
Fixed Maturity 2027 Bond Fund,2020-03-09,Toyota Motor Corp.,74763,-9750,249016119.29,356.23,612.35,469.48
Sustainable Retail Fund,2021-08-12,"Beyond Meat, Inc.",148241,-7283,221394852.48,983.41,776.31,755.11
Subordinated Financials Fund,2021-08-17,Citigroup Inc.,552935,-3597,458550004.69,125.05,266.36,867.39
Impact Credit Strategies Fund,2022-06-04,Vestas Wind Systems A/S,263382,5760,16010858.3,898.27,776.16,24.29
Subordinated Financials Fund,2018-04-24,Citigroup Inc.,311883,4993,9458416.44,759.26,117.83,350.99
Subordinated Financials Fund,2021-04-27,Morgan Stanley,646302,-6140,74654543.15,676.45,937.82,227.97
Target Maturity 2029 Bond Fund,2021-10-22,Microsoft Corp.,846016,8353,498834499.24,408.12,976.82,32.52
International Fixed Duration Fund,2021-06-23,AXA SA,42967,-8469,276126340.7,892.65,937.74,795.83
Sustainable Retail Fund,2021-04-19,"Beyond Meat, Inc.",285385,-6326,199212294.78,832.5,309.59,503.8
Community Savings Bond Fund,2022-05-13,"Walmart, Inc.",665657,9973,262217998.53,622.54,608.38,171.57
International Fixed Duration Fund,2020-05-30,Ping An Insurance (Group) Co. of China Ltd.,978581,-2782,151996026.29,991.79,962.43,609.79
Global Short Term Credit Fund,2017-02-03,Bank of America Corp.,824731,-9499,130366498.28,990.84,485.91,841.31
Equity Diversified Selection Fund,2017-02-26,"Facebook, Inc.",160622,-9417,477455431.92,779.87,251.92,829.59
Fixed Maturity 2025 Bond Fund,2019-06-29,BP Plc,561930,3087,286830964.27,324.58,831.95,159.39
Fixed Maturity 2027 Bond Fund,2018-07-18,Ford Motor Co.,455227,1528,322542560.6,190.72,136.51,826.19
Community Savings Bond Fund,2019-05-28,"Walmart, Inc.",52498,-1780,459954690.92,238.34,193.27,69.68
Sustainable Retail Fund,2022-03-29,"Beyond Meat, Inc.",352920,-1206,449751006.66,64.95,449.48,288.4
Target Maturity 2029 Bond Fund,2020-03-19,"Amazon.com, Inc.",708343,-1779,45361420.17,347.41,591.87,848.94
Fixed Maturity 2027 Bond Fund,2021-12-06,Ford Motor Co.,774901,-390,146357985.22,780.17,500.06,373.63
Equity Diversified Selection Fund,2017-06-21,"Facebook, Inc.",415956,-3441,281192577.13,333.45,268.52,915.22
Global Short Term Credit Fund,2018-11-03,HSBC Holdings Plc,797509,-4623,361671021.5,958.73,976.58,827.05
Subordinated Financials Fund,2019-12-28,Morgan Stanley,325933,9864,117224101.96,815.36,170.26,342.88
Community Savings Bond Fund,2020-06-27,"Walmart, Inc.",939710,-349,305195238.27,917.6,700.98,895.37
Target Maturity 2029 Bond Fund,2018-10-13,"Amazon.com, Inc.",139320,-4585,349740211.54,623.71,96.07,424.38
Global Short Term Credit Fund,2019-03-17,Bank of America Corp.,406418,-8589,88971093.53,301.77,989.94,920.9
International Fixed Duration Fund,2021-11-24,AXA SA,273796,9650,119085848.32,266.68,27.31,824.83
Community Savings Bond Fund,2022-10-08,"Walmart, Inc.",176942,1690,413658255.1,279.3,746.59,34.24
Fixed Maturity 2027 Bond Fund,2019-05-09,Ford Motor Co.,952016,5084,74131804.39,155.39,410.94,996.43
Equity Diversified Selection Fund,2020-10-30,"Netflix, Inc.",684611,7144,177925359.73,889.03,186.19,312.64
Global Cross Asset Fund,2018-02-06,Alibaba Group Holding Ltd.,159772,-2303,304218563.1,162.33,680.95,311.32
Target Maturity 2029 Bond Fund,2017-07-10,Microsoft Corp.,915542,-8767,224437569.94,226.74,774.91,811.41
Target Maturity 2029 Bond Fund,2021-02-23,"Amazon.com, Inc.",16688,-7756,348722781.81,310.87,902.67,333.8
Target Maturity 2029 Bond Fund,2019-12-05,"Apple, Inc.",303157,7594,429448781.72,889.71,501.89,405.98
Equity Diversified Selection Fund,2020-02-05,"Netflix, Inc.",483534,5995,427694526.01,845.73,534.45,458.41
Impact Credit Strategies Fund,2018-04-01,"First Solar, Inc.",983902,4010,431551160.56,552.81,707.97,657.46
Target Maturity 2029 Bond Fund,2021-08-26,"Apple, Inc.",235859,-252,266269008.38,355.3,816.02,403.48
Equity Diversified Selection Fund,2021-03-01,Google LLC,698448,-6669,406735748.07,682.2,366.09,605.26
International Fixed Duration Fund,2021-01-05,Ping An Insurance (Group) Co. of China Ltd.,352996,9996,80601545.43,497.0,957.49,490.79
Target Maturity 2029 Bond Fund,2019-01-20,"Amazon.com, Inc.",516564,7193,223312774.97,937.97,139.65,516.97
Fixed Maturity 2025 Bond Fund,2018-03-23,Exxon Mobil Corp.,519117,5439,495548677.48,421.99,559.44,354.19
Sustainable Retail Fund,2022-02-27,"Beyond Meat, Inc.",193159,6119,492252915.57,588.1,279.48,583.54
Impact Credit Strategies Fund,2019-09-15,Vestas Wind Systems A/S,733353,-1112,268599154.74,67.1,275.35,844.05
Sustainable Retail Fund,2018-08-31,"The Hain Celestial Group, Inc.",693177,-8703,414187311.33,399.9,567.46,987.58
Impact Credit Strategies Fund,2020-03-01,Vestas Wind Systems A/S,898475,-3239,199147465.63,491.54,883.1,879.83
Fixed Maturity 2027 Bond Fund,2021-12-04,Toyota Motor Corp.,313893,-7594,95995738.89,351.66,416.27,90.77
Fixed Maturity 2025 Bond Fund,2018-03-09,BP Plc,143712,-438,190215173.37,321.84,826.44,661.26
Equity Diversified Selection Fund,2020-09-14,"Netflix, Inc.",221584,1375,132752017.06,169.92,715.94,84.12
Impact Credit Strategies Fund,2022-11-22,Vestas Wind Systems A/S,153998,5391,187742496.68,303.08,126.31,125.2
Fixed Maturity 2025 Bond Fund,2018-12-02,BP Plc,561718,2316,438039109.82,382.49,289.29,921.66
Target Maturity 2029 Bond Fund,2022-07-20,"Amazon.com, Inc.",851319,-8816,129123358.7,663.68,914.2,759.16
Fixed Maturity 2027 Bond Fund,2020-11-26,Toyota Motor Corp.,489423,8216,122812360.94,490.53,221.44,830.85
Community Savings Bond Fund,2022-04-30,"Walmart, Inc.",651267,8122,75417234.42,667.72,842.52,930.08
Fixed Maturity 2025 Bond Fund,2021-04-30,Exxon Mobil Corp.,117561,-1570,265234694.96,897.4,301.96,540.13
Subordinated Financials Fund,2017-11-12,"Goldman Sachs Group, Inc.",652528,3040,12680070.77,554.51,548.53,984.42
Fixed Maturity 2025 Bond Fund,2019-01-06,Chevron Corp.,54081,-4326,27429264.09,864.67,29.59,194.99
Equity Diversified Selection Fund,2022-11-16,"Netflix, Inc.",101466,4101,461589250.44,622.52,959.13,564.14
International Fixed Duration Fund,2021-10-18,Ping An Insurance (Group) Co. of China Ltd.,482893,3024,375865268.68,487.16,35.68,108.56
Subordinated Financials Fund,2017-05-07,Morgan Stanley,972324,4515,317759335.13,142.31,446.2,914.16
Sustainable Retail Fund,2019-09-10,"The Hain Celestial Group, Inc.",686983,-8847,130358909.15,350.93,333.52,870.37
Global Cross Asset Fund,2020-02-26,Alibaba Group Holding Ltd.,296907,2052,85768230.14,751.17,689.03,358.52
Sustainable Retail Fund,2020-10-24,"The Hain Celestial Group, Inc.",781116,-3217,38355732.09,27.86,901.76,274.01
Fixed Maturity 2025 Bond Fund,2017-09-23,Exxon Mobil Corp.,631948,-5645,150393202.47,341.17,416.72,645.28
Global Short Term Credit Fund,2019-08-29,Bank of America Corp.,861272,3415,184547638.37,111.49,653.01,889.84
Global Short Term Credit Fund,2021-01-01,HSBC Holdings Plc,782409,1405,325315483.97,332.45,220.21,23.75
Global Cross Asset Fund,2021-04-13,Alibaba Group Holding Ltd.,696941,-1035,107798161.61,21.89,964.54,411.67
Fixed Maturity 2025 Bond Fund,2019-12-29,Chevron Corp.,776429,-477,66217033.62,171.55,323.84,600.1
Subordinated Financials Fund,2019-05-08,Morgan Stanley,886748,8302,397798518.47,34.43,242.51,668.01
Fixed Maturity 2027 Bond Fund,2021-04-25,Volkswagen AG,668343,3604,487210412.12,552.23,27.94,763.94
International Fixed Duration Fund,2021-06-11,AXA SA,608089,7036,471653182.57,368.89,274.36,693.72
Fixed Maturity 2027 Bond Fund,2019-06-15,Ford Motor Co.,949805,-8179,227837798.62,504.4,739.07,814.68
Equity Diversified Selection Fund,2020-05-31,"Facebook, Inc.",252849,2145,325321900.53,811.26,30.61,735.22
Impact Credit Strategies Fund,2019-05-19,"SolarEdge Technologies, Inc.",55074,6719,311960843.44,204.13,965.18,318.79
Target Maturity 2029 Bond Fund,2019-04-08,"Amazon.com, Inc.",866795,3212,350124466.06,104.55,877.28,620.92
Equity Diversified Selection Fund,2018-12-24,"Netflix, Inc.",601717,-8532,98388310.69,578.04,322.36,465.36
Fixed Maturity 2025 Bond Fund,2022-04-05,Chevron Corp.,382128,-3857,352192563.09,246.73,882.57,773.47
Impact Credit Strategies Fund,2017-10-02,"SolarEdge Technologies, Inc.",689772,6621,36324559.75,915.11,298.78,247.74
Equity Diversified Selection Fund,2019-03-17,"Facebook, Inc.",392449,2117,305423066.81,442.83,376.02,755.78
Community Savings Bond Fund,2018-01-29,Procter & Gamble Co.,4140,-543,264694302.9,580.28,84.05,226.55
Global Short Term Credit Fund,2021-10-30,HSBC Holdings Plc,341128,914,479293598.63,735.44,31.61,785.73
Global Short Term Credit Fund,2022-08-17,HSBC Holdings Plc,598414,-4374,14975137.08,159.93,700.79,791.29
Fixed Maturity 2027 Bond Fund,2019-01-08,Ford Motor Co.,772120,-5007,441835474.21,845.66,418.03,519.23
Target Maturity 2029 Bond Fund,2017-02-01,"Apple, Inc.",931827,-5237,246169718.18,791.84,630.69,816.42
Community Savings Bond Fund,2017-10-22,"Walmart, Inc.",743975,4262,179561843.44,548.42,955.4,143.15
Impact Credit Strategies Fund,2021-05-18,Vestas Wind Systems A/S,321146,-1171,108773085.98,899.92,362.08,435.55
Fixed Maturity 2027 Bond Fund,2019-05-29,Ford Motor Co.,944958,1906,32481606.37,398.66,317.91,80.26
International Fixed Duration Fund,2018-04-05,Allianz SE,773946,-828,201014517.63,967.59,696.17,303.15
Fixed Maturity 2025 Bond Fund,2022-09-27,BP Plc,584450,-2399,191495987.96,527.56,370.83,16.3
Fixed Maturity 2025 Bond Fund,2021-05-21,BP Plc,718843,8417,32030151.05,561.92,616.13,30.82
Impact Credit Strategies Fund,2022-05-15,"First Solar, Inc.",314157,-2315,312502831.91,258.78,450.03,242.87
International Fixed Duration Fund,2017-01-11,AXA SA,489699,3419,346255261.35,73.9,110.12,366.24
Fixed Maturity 2025 Bond Fund,2017-05-05,Chevron Corp.,684770,6540,64401472.74,763.2,577.44,335.72
Fixed Maturity 2025 Bond Fund,2019-05-08,BP Plc,966557,-8727,242983712.99,903.75,165.17,194.61
International Fixed Duration Fund,2021-10-20,Ping An Insurance (Group) Co. of China Ltd.,242343,-824,220738608.92,441.53,165.05,825.17
Impact Credit Strategies Fund,2020-04-29,"First Solar, Inc.",369797,6740,39306390.03,67.65,612.54,28.25
Community Savings Bond Fund,2017-04-21,Nestlé SA,685610,-5413,425080537.54,211.92,542.92,827.83
International Fixed Duration Fund,2017-10-27,Ping An Insurance (Group) Co. of China Ltd.,726996,9058,344204131.46,329.62,216.4,370.75
International Fixed Duration Fund,2020-05-08,Ping An Insurance (Group) Co. of China Ltd.,211082,205,440290584.11,602.77,420.97,267.36
Global Cross Asset Fund,2019-10-31,Alibaba Group Holding Ltd.,818551,3051,420662835.96,13.34,901.91,129.1
Fixed Maturity 2025 Bond Fund,2021-10-22,Chevron Corp.,75534,6381,358158976.23,332.94,77.13,627.26
Community Savings Bond Fund,2022-12-25,Nestlé SA,549689,-9422,372381385.74,356.28,736.05,896.43
Impact Credit Strategies Fund,2021-10-17,"First Solar, Inc.",18107,-3641,326827400.64,490.51,360.71,184.98
Fixed Maturity 2025 Bond Fund,2021-09-04,Chevron Corp.,704665,-6529,15244893.77,263.68,207.33,484.08
Subordinated Financials Fund,2017-03-23,"Goldman Sachs Group, Inc.",380515,-1100,90478110.7,840.22,588.75,149.89
Fixed Maturity 2027 Bond Fund,2021-05-19,Volkswagen AG,651779,6678,370568511.49,766.91,328.65,955.18
Global Cross Asset Fund,2019-08-15,Johnson & Johnson,290643,-820,325266017.66,529.56,703.93,51.48
Target Maturity 2029 Bond Fund,2018-03-19,"Apple, Inc.",701714,-6619,345748805.02,400.94,919.37,574.6
Fixed Maturity 2027 Bond Fund,2022-12-26,Toyota Motor Corp.,966990,-9207,250889223.67,44.14,149.38,522.06
Community Savings Bond Fund,2022-09-25,"Walmart, Inc.",420201,8704,120644187.13,133.05,629.73,71.53
