FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Impact Credit Strategies Fund,2021-11-16,"Verizon Communications, Inc.",6520,3201,647196.469574535,228.0634916519505,326.84537302971853,50.710677651218376
Equity Diversified Selection Fund,2021-11-15,Reliance Industries Ltd.,2741,3313,278244.1942643062,512.2509076891429,716.327612313862,418.8495170054527
Global Short Term Credit Fund,2021-11-14,"PetroChina Co., Ltd.",4688,1105,132021.17105667843,77.5668126283952,512.458270851177,735.524106937844
Sustainable Retail Fund,2021-11-13,Mercedes-Benz Group AG,8485,-2440,158228.30850472843,924.1725402552108,672.3086903418741,447.5356496088453
European High Yield Bond Fund,2021-11-12,"PetroChina Co., Ltd.",6369,-1963,784836.2976271469,301.52284594569164,119.82715729052099,760.4309785774441
Global Short Term Credit Fund,2021-11-11,Deutsche Telekom AG,6644,3632,592228.9527798283,887.5997047020235,523.6593963649381,514.3153326421234
Impact Credit Strategies Fund,2021-11-10,"AbbVie, Inc.",5023,-2251,386950.7078110015,502.6438646714005,398.29735797709816,306.43287664568254
Global Short Term Credit Fund,2021-11-09,"PetroChina Co., Ltd.",1716,-4410,339571.83772501117,851.6489927335341,457.33107116537053,210.88322071199732
Community Savings Bond Fund,2021-11-08,"Taiwan Semiconductor Manufacturing Co., Ltd.",4967,-3632,857200.4243565248,254.59379638174806,966.546249614794,426.89226240015535
European High Yield Bond Fund,2021-11-07,Deutsche Telekom AG,8423,-3639,876014.8985436464,183.5178962203255,144.92601578852333,45.44541719679582
Impact Credit Strategies Fund,2021-11-06,Reliance Industries Ltd.,7450,3128,585449.4180351,850.91768520248,757.1531746472843,428.31846594842324
Fixed Maturity 2025 Bond Fund,2021-11-05,Tencent Holdings Ltd.,4215,-1227,529298.6250083859,220.7946435479938,337.03936623154857,77.93389579697808
Sustainable Retail Fund,2021-11-04,Deutsche Telekom AG,8825,-2936,818283.5616558058,748.7333958065843,297.45440774752467,878.2346606633907
Target Maturity 2029 Bond Fund,2021-11-03,Shell Plc,1390,-2585,751841.8279964315,351.1379567130361,278.06962194027267,579.7262215290374
Impact Credit Strategies Fund,2021-11-02,Mercedes-Benz Group AG,4037,-2049,406321.93149451056,750.7117891708098,355.29373769066206,649.582533300957
International Fixed Duration Fund,2021-11-01,"AT&T, Inc.",1232,616,91911.29790334843,908.5698033284469,363.54588899767003,295.9753505391742
Sustainable Retail Fund,2021-10-31,Bayerische Motoren Werke AG,4131,2975,770815.1062891501,981.8220469744202,278.03953513015165,233.56286573455017
Equity Diversified Selection Fund,2021-10-30,Industrial & Commercial Bank of China Ltd.,8634,2101,177014.01865084132,366.2113824959471,670.8182162957412,710.8261966816725
Impact Credit Strategies Fund,2021-10-29,Industrial & Commercial Bank of China Ltd.,1233,4768,26213.137413693556,373.85057629414075,57.24476386324689,674.8498281916061
Community Savings Bond Fund,2021-10-28,Tencent Holdings Ltd.,2391,3,844869.6484519509,981.573859417006,338.97086774782537,131.45167179042537
Target Maturity 2029 Bond Fund,2021-10-27,"UnitedHealth Group, Inc.",1889,3306,582471.3068833514,862.912848995058,287.4035507677086,246.2549692706541
Community Savings Bond Fund,2021-10-26,"Samsung Electronics Co., Ltd.",8902,1243,892749.3751804008,54.641052192264254,753.9038403443714,947.110028605508
Target Maturity 2029 Bond Fund,2021-10-25,Gazprom PJSC,1745,1581,489742.20236564183,577.7154863642552,155.03355857935745,311.13565127623235
Equity Diversified Selection Fund,2021-10-24,"PetroChina Co., Ltd.",1427,4560,927216.2897042889,189.43232383295393,941.2802706762604,35.57319521618787
International Fixed Duration Fund,2021-10-23,Gazprom PJSC,1731,3330,360432.03049907513,994.0724107322864,178.8134259247034,73.14423031782098
Sustainable Retail Fund,2021-10-22,China Mobile Ltd.,1799,-77,727276.78231095,147.53378224726396,376.32709042291566,777.7398489804341
Fixed Maturity 2025 Bond Fund,2021-10-21,Petróleo Brasileiro SA,7507,1467,307976.64416916564,563.754136417438,207.70319150473136,759.58412771985
Community Savings Bond Fund,2021-10-20,Deutsche Telekom AG,8025,-59,11152.027684698647,668.5463863288913,293.83096403736965,388.008996739526
Community Savings Bond Fund,2021-10-19,Reliance Industries Ltd.,8624,1437,385947.0892034672,937.6940081075157,763.4144536614436,161.66876867999514
Global Cross Asset Fund,2021-10-18,Petróleo Brasileiro SA,9326,1076,740387.8579781464,848.785728527745,481.6406715509764,503.12416474906456
Target Maturity 2029 Bond Fund,2021-10-17,"PetroChina Co., Ltd.",6383,648,158523.93765204877,253.29722361450519,170.9499601371475,338.5697686682606
Fixed Maturity 2027 Bond Fund,2021-10-16,"Taiwan Semiconductor Manufacturing Co., Ltd.",7207,3001,509754.0128753191,576.8977117795795,56.16852985812798,380.2286644182043
Sustainable Retail Fund,2021-10-15,TotalEnergies SE,3538,-3685,220198.27000220786,954.0382183268244,237.61705796857228,268.37550054708356
Target Maturity 2029 Bond Fund,2021-10-14,Comcast Corp.,4718,-4927,83877.88020491188,738.3596786338883,946.1467507407607,72.22933358236381
Global Cross Asset Fund,2021-10-13,Reliance Industries Ltd.,9232,3675,621277.4621248731,691.4529848960948,846.863580706153,793.2476840737784
Global Short Term Credit Fund,2021-10-12,TotalEnergies SE,4367,-3451,952447.9460803691,757.352068488345,445.77197876476856,622.0386165815542
Target Maturity 2029 Bond Fund,2021-10-11,Saudi Arabian Oil Co.,6008,-3641,317597.1765307379,329.2811270979416,487.17526972652314,836.2887725318922
Fixed Maturity 2025 Bond Fund,2021-10-10,Pfizer Inc.,6229,-3104,584839.3423563509,731.9597467092038,900.3724779852049,508.1699576097566
Sustainable Retail Fund,2021-10-09,"UnitedHealth Group, Inc.",8388,1659,954067.3340732865,240.52620393244675,595.431928551978,985.1367727140524
Global Cross Asset Fund,2021-10-08,"UnitedHealth Group, Inc.",3415,246,653978.5164947406,433.82174319867585,881.9593944972758,962.8996603105592
Global Short Term Credit Fund,2021-10-07,Tencent Holdings Ltd.,8171,1967,676382.1692868547,891.0295290166214,496.92071330881714,279.0656522255768
European High Yield Bond Fund,2021-10-06,"UnitedHealth Group, Inc.",3949,1661,187139.22644522754,28.781435025844193,208.0966429276377,393.1071542992452
Global Cross Asset Fund,2021-10-05,China Mobile Ltd.,5261,-4490,497683.58206429845,420.1754637498232,728.6677101428127,755.1823188410519
European High Yield Bond Fund,2021-10-04,"PetroChina Co., Ltd.",6145,3614,373411.9196163742,274.153549071669,531.1293863832225,778.837427357998
Sustainable Retail Fund,2021-10-03,Shell Plc,4466,-2568,476247.2838671197,206.60372032867332,671.755184168784,911.5921448778214
Community Savings Bond Fund,2021-10-02,Gazprom PJSC,4088,-3094,802818.3106774584,840.1896672577872,165.65860753249967,656.1074952662309
Global Cross Asset Fund,2021-10-01,Reliance Industries Ltd.,2115,4150,466091.9978686373,699.5335871165283,651.1257838997562,480.3697671440749
International Fixed Duration Fund,2021-09-30,"PetroChina Co., Ltd.",5578,4016,72222.17147525673,121.50639320736694,388.43457593106933,383.87503415810613
European High Yield Bond Fund,2021-09-29,"UnitedHealth Group, Inc.",3590,-4936,906486.2445393543,499.5186932361775,338.677775283084,424.9867658830521
Fixed Maturity 2025 Bond Fund,2021-09-28,Intel Corp.,8372,-72,549367.728577451,472.23671410884003,674.7607856618761,851.9010995467689
International Fixed Duration Fund,2021-09-27,"Verizon Communications, Inc.",4573,-290,925249.414944989,151.10251608911443,596.316722128347,980.2087551713206
Impact Credit Strategies Fund,2021-09-26,Pfizer Inc.,3978,1124,576630.9669073483,801.7650739812962,652.6163546473374,61.39009307076534
Impact Credit Strategies Fund,2021-09-25,"Verizon Communications, Inc.",8313,2837,78939.95281530998,373.00723173965775,965.6797335891763,584.4422164100363
Global Short Term Credit Fund,2021-09-24,Sony Group Corp.,8022,-4200,557340.6995905135,764.3183974087905,704.1845048737237,524.8534323403984
Community Savings Bond Fund,2021-09-23,"PetroChina Co., Ltd.",5975,1063,579981.5431677538,200.14198893139033,644.4899726501617,382.3808520995698
Sustainable Retail Fund,2021-09-22,"Samsung Electronics Co., Ltd.",5925,3469,222196.48054954584,321.922726997694,617.4175114229903,853.0606785959125
Global Cross Asset Fund,2021-09-21,"UnitedHealth Group, Inc.",9047,1109,476318.793263333,104.21923822563922,404.72710686020184,579.9855867259718
Fixed Maturity 2027 Bond Fund,2021-09-20,"Taiwan Semiconductor Manufacturing Co., Ltd.",9090,4909,464847.09675491485,152.04447704815212,840.7997742307598,319.98490161119264
Fixed Maturity 2025 Bond Fund,2021-09-19,"AT&T, Inc.",9051,1659,626647.3875303976,884.3516554492056,387.12921648065355,449.6629979537292
European High Yield Bond Fund,2021-09-18,China Mobile Ltd.,6292,-3762,267017.9576871812,118.02151774372176,703.2411979823062,363.23552181004936
Sustainable Retail Fund,2021-09-17,Reliance Industries Ltd.,7645,1582,585930.9337687119,104.77389521308376,300.21220826752045,435.7847516389506
International Fixed Duration Fund,2021-09-16,Reliance Industries Ltd.,6403,-477,248542.52221057337,940.9735377282933,156.27887734862423,80.55313244051509
Equity Diversified Selection Fund,2021-09-15,Bayerische Motoren Werke AG,4430,620,451980.81948186754,649.4444250641599,138.46567422501616,120.79665805475248
Impact Credit Strategies Fund,2021-09-14,Shell Plc,2995,-3514,131478.64234393393,109.90682371887524,638.2132681238905,627.4547664705738
Equity Diversified Selection Fund,2021-09-13,Bayerische Motoren Werke AG,7030,-319,46927.5423828634,971.9995716753908,334.6753811747943,687.227693622474
Fixed Maturity 2025 Bond Fund,2021-09-12,Saudi Arabian Oil Co.,4891,-530,327381.43293181655,155.62901039826417,282.2987957064696,640.2542111142948
Fixed Maturity 2027 Bond Fund,2021-09-11,Reliance Industries Ltd.,8145,619,281826.03314324404,768.6822680325737,596.1387360629028,765.4446434232337
Global Cross Asset Fund,2021-09-10,Tencent Holdings Ltd.,9498,3284,412866.5529110333,44.5028480231906,35.413056920846884,944.0986812629632
Global Short Term Credit Fund,2021-09-09,Pfizer Inc.,3102,2177,962362.7938003363,628.2963793664134,253.76339546482777,862.0121238237286
Fixed Maturity 2027 Bond Fund,2021-09-08,"Samsung Electronics Co., Ltd.",4030,441,527007.001822625,551.2368333818669,347.14181246391666,424.324483577531
Fixed Maturity 2025 Bond Fund,2021-09-07,Reliance Industries Ltd.,9524,-3160,557644.939075389,215.92377232104812,711.289854701126,225.3677055520626
Fixed Maturity 2027 Bond Fund,2021-09-06,"Taiwan Semiconductor Manufacturing Co., Ltd.",9107,397,942185.0283995005,646.7146812932122,549.551234692113,318.7336894852388
Fixed Maturity 2025 Bond Fund,2021-09-05,Deutsche Telekom AG,1242,-3379,921935.6662159148,620.8824632456148,857.428730955185,591.8640730658392
Fixed Maturity 2025 Bond Fund,2021-09-04,Mercedes-Benz Group AG,2884,-3439,885270.8343614137,800.368198309337,341.16129936852184,857.6462511129913
Target Maturity 2029 Bond Fund,2021-09-03,"Samsung Electronics Co., Ltd.",9015,849,107014.7946094159,877.1153180144408,303.47658235266147,704.7068822724716
European High Yield Bond Fund,2021-09-02,TotalEnergies SE,7747,-3584,637954.4364151271,515.0038912470304,42.86543447936042,547.5829737213769
Equity Diversified Selection Fund,2021-09-01,"UnitedHealth Group, Inc.",9494,-810,810017.9906885767,495.3922415493197,952.2001276319696,605.859575964434
Impact Credit Strategies Fund,2021-08-31,Tencent Holdings Ltd.,5330,54,837218.942681324,625.3798132352508,506.47722493111763,532.9786015910213
Target Maturity 2029 Bond Fund,2021-08-30,Deutsche Telekom AG,8863,-3870,582128.0710768772,731.915513337515,507.4986755468768,971.9112362163336
Global Cross Asset Fund,2021-08-29,"Verizon Communications, Inc.",4109,4605,27320.592011307413,362.6094607174558,924.2017838921423,817.9305377330047
Target Maturity 2029 Bond Fund,2021-08-28,Mercedes-Benz Group AG,3186,-1403,973975.7726253177,509.5954645325661,297.019053569294,783.4644432471372
Community Savings Bond Fund,2021-08-27,Gazprom PJSC,2550,-2882,477474.7357305402,589.2531439649416,338.7850687452884,522.1556969950947
Community Savings Bond Fund,2021-08-26,"UnitedHealth Group, Inc.",1646,-4337,399659.9363208622,988.4943029975519,659.7842174511916,338.4913629938459
Impact Credit Strategies Fund,2021-08-25,Shell Plc,7144,-2366,400999.2265404904,591.8350744913575,787.3241953504004,29.31895339438292
Fixed Maturity 2027 Bond Fund,2021-08-24,Sony Group Corp.,5656,-2226,429909.37125768384,231.9446852348341,702.3176181781663,52.99572411612268
European High Yield Bond Fund,2021-08-23,Shell Plc,9904,1194,249758.91099102548,592.1099596578581,790.8310996970554,39.93554591082039
Impact Credit Strategies Fund,2021-08-22,Intel Corp.,1537,-1031,334060.2894923315,821.3045871195279,579.3569588976912,980.671999109948
Fixed Maturity 2025 Bond Fund,2021-08-21,Mercedes-Benz Group AG,7572,-1510,985504.0336769918,858.829643211079,864.1952478844876,123.33751508321156
International Fixed Duration Fund,2021-08-20,Mercedes-Benz Group AG,1234,4763,374486.32025353325,802.2479500470815,554.6056627684723,150.69766444604997
European High Yield Bond Fund,2021-08-19,Gazprom PJSC,7539,-3477,531457.7663090511,889.3273211359535,237.04722097869697,489.308487583519
Equity Diversified Selection Fund,2021-08-18,Saudi Arabian Oil Co.,2374,3053,849811.3233154663,341.4186784603362,546.284095433632,486.58715522422733
European High Yield Bond Fund,2021-08-17,Sony Group Corp.,2909,-4013,532153.5329977749,512.4949147431355,715.815238305385,920.7740296122184
Fixed Maturity 2025 Bond Fund,2021-08-16,Deutsche Telekom AG,8218,2915,331208.88740198594,781.7951850474685,657.0395860207623,82.79740435619384
Fixed Maturity 2025 Bond Fund,2021-08-15,Tencent Holdings Ltd.,1080,1403,528513.4671493447,271.8054512515074,250.58659534102847,957.6667735051317
Global Short Term Credit Fund,2021-08-14,"AT&T, Inc.",3083,321,122945.44733470648,377.86562347318403,50.667445724077346,224.22633595759882
Impact Credit Strategies Fund,2021-08-13,"AT&T, Inc.",2690,-1155,138706.88568044215,832.844098010452,259.9559527866936,970.4522712117847
Fixed Maturity 2025 Bond Fund,2021-08-12,Petróleo Brasileiro SA,1756,1301,697166.4569083622,772.3847931242784,984.2016505411824,545.9108578145896
Community Savings Bond Fund,2021-08-11,TotalEnergies SE,3670,-4902,918286.0506871482,971.487572236928,192.62157798654474,655.4926184717198
Global Cross Asset Fund,2021-08-10,"AbbVie, Inc.",4751,-2712,728421.3521536331,996.0143179295037,469.7280409059846,322.57148493404077
International Fixed Duration Fund,2021-08-09,China Mobile Ltd.,9659,4706,83867.10825078363,248.33710150166524,641.9623413639844,615.7057115885992
Equity Diversified Selection Fund,2021-08-08,Shell Plc,6261,-703,408866.65492069564,901.4454863119366,880.6784531990468,713.7214821004038
Impact Credit Strategies Fund,2021-08-07,China Mobile Ltd.,7852,3825,12528.052385383096,103.57034633656845,762.6560511549055,20.2664656193825
Sustainable Retail Fund,2021-08-06,"PetroChina Co., Ltd.",2494,2796,516094.6758923765,712.702206874415,909.863574504997,43.88614092988695
Community Savings Bond Fund,2021-08-05,"UnitedHealth Group, Inc.",6740,2263,201272.44003303288,227.8983937987954,608.3398566427003,986.6122418189163
Fixed Maturity 2027 Bond Fund,2021-08-04,China Mobile Ltd.,9055,3770,869465.1822413701,307.3080453533371,866.6656200465317,462.9815338438873
Fixed Maturity 2025 Bond Fund,2021-08-03,"AT&T, Inc.",1901,-1041,113291.70234039158,946.8579658878964,271.20456716781734,936.459350182189
Sustainable Retail Fund,2021-08-02,Gazprom PJSC,1672,2385,11419.0646605601,270.5197243668698,436.259193748166,732.5986406485019
Fixed Maturity 2025 Bond Fund,2021-08-01,Sony Group Corp.,9630,3464,456634.5826826228,676.4460904690239,845.3347496057817,379.23862488771147
European High Yield Bond Fund,2021-07-31,Intel Corp.,1444,338,163878.97088648178,186.34722278462363,332.30803110007594,159.33358461194453
Community Savings Bond Fund,2021-07-30,Bayerische Motoren Werke AG,9655,-119,740606.51845241,102.45607779478274,872.509922796011,978.3702157197098
European High Yield Bond Fund,2021-07-29,Industrial & Commercial Bank of China Ltd.,3198,-1046,920735.384463581,345.9238550904258,369.4839172094548,588.6512945274033
Global Short Term Credit Fund,2021-07-28,"Taiwan Semiconductor Manufacturing Co., Ltd.",3287,-1073,51518.63415954149,627.9541397815865,369.76075668610895,200.4330571348149
European High Yield Bond Fund,2021-07-27,China Mobile Ltd.,5008,3644,401626.29079693573,255.46569231654036,315.94258564323303,684.8364504917995
Global Short Term Credit Fund,2021-07-26,Sony Group Corp.,1496,4367,996846.8263102402,307.16711068495727,551.4736528011929,101.12802473203448
Global Short Term Credit Fund,2021-07-25,Tencent Holdings Ltd.,2463,-89,735345.2503006619,711.6425204203906,137.77805150973273,869.356906942758
Sustainable Retail Fund,2021-07-24,"PetroChina Co., Ltd.",7828,-4587,953655.7672687491,111.76806275155533,46.23662532953906,99.23597378278556
Fixed Maturity 2025 Bond Fund,2021-07-23,Reliance Industries Ltd.,5253,-3450,172442.452363994,452.4360408854724,898.4388501712808,243.8324147082573
Fixed Maturity 2027 Bond Fund,2021-07-22,Sony Group Corp.,1493,-474,229154.873897034,942.317184583402,929.6488720280539,100.5164973731016
Equity Diversified Selection Fund,2021-07-21,Saudi Arabian Oil Co.,6065,2141,163263.12819085768,403.00194579008274,85.40895527300565,112.74934468097113
